adsorption_measurement.adsorption_energy,adsorption_measurement.method.software,adsorption_measurement.method.exchange_correlation,adsorption_measurement.method.basis_set,adsorption_measurement.method.potentials,adsorption_measurement.method.is_spin_polarization,adsorption_measurement.method.is_zero_point_energy,adsorption_measurement.method.is_fixed_substrate,adsorption_measurement.adsorbate_species.formula,adsorption_measurement.adsorbate_species.smiles,adsorption_measurement.adsorbate_species.molecular_formula,adsorption_measurement.adsorbate_species.connectivity_smiles,adsorption_measurement.bulk_surface_property_set.termination,adsorption_measurement.bulk_surface_property_set.space_group,adsorption_measurement.bulk_surface_property_set.bulk_surface_material.name,adsorption_measurement.bulk_surface_property_set.lattice_constant.lattice_constant_1,adsorption_measurement.bulk_surface_property_set.lattice_constant.lattice_constant_2,adsorption_measurement.bulk_surface_property_set.lattice_constant.lattice_constant_3,adsorption_measurement.bulk_surface_property_set.facet.name,adsorption_measurement.bulk_surface_property_set.cell_symmetry.name,adsorption_measurement.adsorbate_fraction.numeric,adsorption_measurement.adsorbate_fraction.unit,adsorption_measurement.adsorption_site.site_name,adsorbate_num_atoms,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,double,triple,termination_atomic_num,facet_num
-2.81,Dacapo,PW91,plane wave,ultrasoft pseudopotential,True,,False,H,[H],H,[H],Ni,Fm3m,Ni,3.54,3.54,3.54,(100),2x2,0.25,Ni,4F,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,100
-2.81,Dacapo,PW91,plane wave,ultrasoft pseudopotential,False,,False,H,[H],H,[H],Pd,Fm3m,Pd,3.99,3.99,3.99,(100),2x2,0.25,Pd,4F,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,100
-2.45,Dacapo,PW91,plane wave,ultrasoft pseudopotential,False,,False,H,[H],H,[H],Cu,Fm3m,Cu,3.66,,,(111),2x2,0.25,Cu,Fcc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,111
-2.12,Dacapo,PW91,plane wave,ultrasoft pseudopotential,False,,False,H,[H],H,[H],Ag,Fm3m,Ag,,,,(111),2x2,0.25,Ag,Fcc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,111
-1.76,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,NH3,N,NH3,N,Al-O3-R,R-3c,Al2O3,4.789,,13.063,(0001),3x3,0.1111,Al,al1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,0001
-4.59,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Al,[Al],Al,[Al],Au,Fm3m,Au,4.099,,,(100),3x3,0.1111,Au,4f,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,100
-2.6,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Na,[Na],Na,[Na],Cu,Fm3m,Cu,3.567,,,(211),1x3,0.1111,Cu,b6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,211
-5.01,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,P,[P],P,[P],Cu,Fm3m,Cu,3.567,,,(211),1x3,0.1111,Cu,h5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,211
-5.36,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Si,[Si],Si,[Si],Cu,Fm3m,Cu,3.567,,,(211),1x3,0.1111,Cu,h5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,211
-0.33,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,HCN,C#N,HCN,[CH][N],MgO,Fm-3m,MgO,4.21,,,(100),3x3,0.1111,Mg,b2(diag),3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,100
-0.33,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,HCN,C#N,HCN,[CH][N],MgO,Fm-3m,MgO,4.21,,,(100),3x3,0.1111,Mg,f3(lr),3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,100
-0.5,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Mg,[Mg],Mg,[Mg],MgO,Fm-3m,MgO,4.21,,,(100),3x3,0.1111,Mg,t2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,100
-0.68,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,NH3,N,NH3,N,MgO,Fm-3m,MgO,4.21,,,(100),3x3,0.1111,Mg,b1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,100
-0.27,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,N,[N],N,[N],MgO,Fm-3m,MgO,4.21,,,(100),3x3,0.1111,Mg,t1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,100
-1.12,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,NH3,N,NH3,N,Ni,Fm3m,Ni,3.479,,,(100),3x3,0.1111,Ni,t,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,100
-6.28,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,N,[N],N,[N],Ni,Fm3m,Ni,3.479,,,(100),3x3,0.1111,Ni,4f,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,100
-2.44,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Na,[Na],Na,[Na],Ni,Fm3m,Ni,3.479,,,(100),3x3,0.1111,Ni,4f,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,100
-6.13,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,P,[P],P,[P],Ni,Fm3m,Ni,3.479,,,(100),3x3,0.1111,Ni,4f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,100
-6.13,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,S,[S],S,[S],Ni,Fm3m,Ni,3.479,,,(100),3x3,0.1111,Ni,4f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,100
-6.12,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Si,[Si],Si,[Si],Ni,Fm3m,Ni,3.479,,,(100),3x3,0.1111,Ni,4f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,100
-1.99,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Zn,[Zn],Zn,[Zn],Ni,Fm3m,Ni,3.479,,,(100),3x3,0.1111,Ni,4f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28.0,100
-4.19,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Al,[Al],Al,[Al],Ni,Fm3m,Ni,3.479,,,(111),3x3,0.1111,Ni,h,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,111
-5.97,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,B,[B],B,[B],Ni,Fm3m,Ni,3.479,,,(111),3x3,0.1111,Ni,h,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,111
-3.75,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Ca,[Ca],Ca,[Ca],Ni,Fm3m,Ni,3.479,,,(111),3x3,0.1111,Ni,h,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,111
-0.67,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,COS,O=C=S,COS,[O][C][S],Ni,Fm3m,Ni,3.479,,,(111),3x3,0.1111,Ni,h(diag),3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28.0,111
-0.67,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,COS,O=C=S,COS,[O][C][S],Ni,Fm3m,Ni,3.479,,,(111),3x3,0.1111,Ni,b(diag),3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28.0,111
-0.67,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,COS,O=C=S,COS,[O][C][S],Ni,Fm3m,Ni,3.479,,,(111),3x3,0.1111,Ni,f(ud),3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28.0,111
-3.75,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Cl,[Cl],Cl,[Cl],Ni,Fm3m,Ni,3.479,,,(111),3x3,0.1111,Ni,f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,111
-4.33,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Fe,[Fe],Fe,[Fe],Ni,Fm3m,Ni,3.479,,,(111),3x3,0.1111,Ni,h,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28.0,111
-0.99,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,H2S,S,H2S,S,Ni,Fm3m,Ni,3.479,,,(111),3x3,0.1111,Ni,t,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,111
-0.99,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,H2S,S,H2S,S,Ni,Fm3m,Ni,3.479,,,(111),3x3,0.1111,Ni,b,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,111
-1.43,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,HCN,C#N,HCN,[CH][N],Ni,Fm3m,Ni,3.479,,,(111),3x3,0.1111,Ni,h(diag),3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.0,111
-0.35,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,HCl,Cl,HCl,Cl,Ni,Fm3m,Ni,3.479,,,(111),3x3,0.1111,Ni,t,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,111
-7.64,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,K2O,[K+].[O2-].[K+],K2O,[K+].[O2-].[K+],Ni,Fm3m,Ni,3.479,,,(111),4x4,0.0625,Ni,h(diag),3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,111
-7.64,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,K2O,[K+].[O2-].[K+],K2O,[K+].[O2-].[K+],Ni,Fm3m,Ni,3.479,,,(111),4x4,0.0625,Ni,f(lr),3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,111
-2.81,Dacapo,PW91,plane wave,ultrasoft pseudopotential,False,,False,H,[H],H,[H],Rh,,Rh,3.85,,,(111),2x2,0.25,Rh,Fcc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,111
1.36,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH(O)CO,O=C[C]=O,CH(O)CO,[O][CH][C][O],Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,5,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,78.0,111
0.76,VASP,PW91,plane wave,projector augmented wave,False,False,False,COHCO,O[C]=C=O,COHCO,O[C][C][O],Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,5,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,78.0,111
1.41,VASP,PW91,plane wave,projector augmented wave,False,False,False,C(O)CO,O=C=C=O,C(O)CO,[O][C][C][O],Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,78.0,111
-0.66,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCHOHCHOHCH2OH,OCC(O)C(O)CO,CH2OHCHOHCHOHCH2OH,OCC(O)C(O)CO,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,18,10,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
-0.24,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCHOHCHOHCHOH,OCC(O)C(O)[CH]O,CH2OHCHOHCHOHCHOH,OCC(O)C(O)[CH]O,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,17,9,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
-0.41,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCHOHCOHCH2OH,OCC(O)[C](O)CO,CH2OHCHOHCOHCH2OH,OCC(O)[C](O)CO,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,17,9,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
0.49,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCHOHCHOHCH2O,OCC(O)C(O)C[O],CH2OHCHOHCHOHCH2O,OCC(O)C(O)C[O],Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,17,9,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
0.18,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCHOHCH(O)CH2OH,OCC(O)C([O])CO,CH2OHCHOHCH(O)CH2OH,OCC(O)C([O])CO,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,17,9,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
-0.62,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCH2CH2OH,OCCCO,CH2OHCH2CH2OH,OCCCO,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,13,8,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
-0.48,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCHOHCH3,OCC(O)C,CH2OHCHOHCH3,OCC(O)C,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,13,8,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
0.18,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCHOHCH2,OCC(O)[CH2],CH2OHCHOHCH2,OCC(O)[CH2],Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,top,12,7,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
-0.25,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCOHCH3,OC[C](O)C,CH2OHCOHCH3,OC[C](O)C,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,12,7,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
-0.23,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCHCH2OH,OC[CH]CO,CH2OHCHCH2OH,OC[CH]CO,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,top,12,7,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
-0.33,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCH2CHOH,OCC[CH]O,CH2OHCH2CHOH,OCC[CH]O,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,12,7,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
0.1,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCHCHOH,OC[CH][CH]O,CH2OHCHCHOH,OC[CH][CH]O,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,11,6,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
-0.04,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCH2COH,OCC[C]O,CH2OHCH2COH,OCC[C]O,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,11,6,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
0.4,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCH2CHO,OCCC=O,CH2OHCH2CHO,OCC[CH][O],Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,11,6,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,111
0.51,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCCH2OH,OC[C]CO,CH2OHCCH2OH,OC[C]CO,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,bridge,11,6,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
0.13,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCHCOH,OCC=[C]O,CH2OHCHCOH,OC[CH][C]O,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,10,5,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,111
0.36,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCCHOH,OC[C]=CO,CH2OHCCHOH,OC[C][CH]O,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,10,5,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,111
0.07,VASP,PW91,plane wave,projector augmented wave,False,False,False,CHOHCH2COH,O[CH]C[C]O,CHOHCH2COH,O[CH]C[C]O,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,10,5,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
0.21,VASP,PW91,plane wave,projector augmented wave,False,False,False,CHOHCHCHOH,O[CH]C=CO,CHOHCHCHOH,O[CH][CH][CH]O,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,10,5,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,111
0.63,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCCOH,OCC#CO,CH2OHCCOH,OC[C][C]O,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,9,4,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78.0,111
0.42,VASP,PW91,plane wave,projector augmented wave,False,False,False,COHCHCOH,O[C]C=[C]O,COHCHCOH,O[C][CH][C]O,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,8,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,111
1.04,VASP,PW91,plane wave,projector augmented wave,False,False,False,CHOHCCOH,OC=C=[C]O,CHOHCCOH,O[CH][C][C]O,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,8,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,78.0,111
1.58,VASP,PW91,plane wave,projector augmented wave,False,False,False,COHCCOH,O[C]=C=[C]O,COHCCOH,O[C][C][C]O,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,bridge,7,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,78.0,111
1.84,VASP,PW91,plane wave,projector augmented wave,False,False,False,COHCCO,[O][C][C][C]O,COHCCO,[O][C][C][C]O,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,6,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
2.17,VASP,PW91,plane wave,projector augmented wave,False,False,False,C(O)CCO,[O][C][C][C][O],C(O)CCO,[O][C][C][C][O],Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,hollow-brige-hollow,5,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
0.4,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCHOHCH,OCC(O)[CH],CH2OHCHOHCH,OCC(O)[CH],Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,11,6,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
0.02,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCOHCH2,OCC(=C)O,CH2OHCOHCH2,OC[C]([CH2])O,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,11,6,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,111
-0.05,VASP,PW91,plane wave,projector augmented wave,False,False,False,CHOHCHOHCH2,O[CH]C(O)[CH2],CHOHCHOHCH2,O[CH]C(O)[CH2],Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,11,6,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
0.49,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHC(O)CH3,CC(=O)CO,CH2OHC(O)CH3,C[C]([O])CO,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,11,6,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,111
-0.06,VASP,PW91,plane wave,projector augmented wave,False,False,False,CHOHCOHCH3,OC=C(O)C,CHOHCOHCH3,O[CH][C](O)C,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,11,6,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,111
0.43,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH3CHOHCHO,CC(C=O)O,CH3CHOHCHO,CC([CH][O])O,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,11,6,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,111
0.57,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCOHCH,OCC(=[CH])O,CH2OHCOHCH,OC[C]([CH])O,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,10,5,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,111
0.06,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH3COHCOH,O[C]=C(O)C,CH3COHCOH,O[C][C](O)C,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,10,5,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,111
0.45,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCHOHC,OCC(O)[C],CH2OHCHOHC,OCC(O)[C],Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,,10,5,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
0.68,VASP,PW91,plane wave,projector augmented wave,False,False,False,CHOHCHOHCH,O[CH]C(O)[CH],CHOHCHOHCH,O[CH]C(O)[CH],Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,bridge,10,5,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
0.76,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHCOHC,OCC(=[C])O,CH2OHCOHC,OC[C]([C])O,Pt,Fm3m,Pt,3.99,3.99,3.99,(111),4x4,0.0625,Pt,fcc,9,4,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,111
