adsorption_measurement.adsorption_energy,adsorption_measurement.method.software,adsorption_measurement.method.exchange_correlation,adsorption_measurement.method.basis_set,adsorption_measurement.method.potentials,adsorption_measurement.method.is_spin_polarization,adsorption_measurement.method.is_zero_point_energy,adsorption_measurement.method.is_fixed_substrate,adsorption_measurement.adsorbate_species.formula,adsorption_measurement.adsorbate_species.smiles,adsorption_measurement.adsorbate_species.molecular_formula,adsorption_measurement.adsorbate_species.connectivity_smiles,adsorption_measurement.bulk_surface_property_set.termination,adsorption_measurement.bulk_surface_property_set.space_group,adsorption_measurement.bulk_surface_property_set.bulk_surface_material.name,adsorption_measurement.bulk_surface_property_set.lattice_constant.lattice_constant_1,adsorption_measurement.bulk_surface_property_set.lattice_constant.lattice_constant_2,adsorption_measurement.bulk_surface_property_set.lattice_constant.lattice_constant_3,adsorption_measurement.bulk_surface_property_set.facet.name,adsorption_measurement.bulk_surface_property_set.cell_symmetry.name,adsorption_measurement.adsorbate_fraction.numeric,adsorption_measurement.adsorbate_fraction.unit,adsorption_measurement.adsorption_site.site_name,adsorbate_num_atoms,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,double,triple,termination_atomic_num,facet_num
-2.07,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,False,False,H,[H],H,[H],Au,Fm3m,Au,4.18,,,(111),2x2,0.25,Au,fcc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,111
-2.74,Dacapo,PW91,plane wave,ultrasoft pseudopotential,False,True,False,H,[H],H,[H],Ir,Fm3m,Ir,3.86,,,(111),2x2,0.25,Ir,top,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,111
-2.62,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,False,False,H,[H],H,[H],Ir,Fm3m,Ir,3.86,,,(111),2x2,0.25,Ir,top,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,111
-2.55,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,False,False,H,[H],H,[H],Pt,Fm3m,Pt,4.0,4.0,4.0,(111),2x2,0.25,Pt,fcc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
-2.88,Dacapo,PW91,plane wave,ultrasoft pseudopotential,False,True,False,H,[H],H,[H],Pd,Fm3m,Pd,3.86,3.86,3.86,(111),2x2,0.25,Pd,fcc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,111
-2.68,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,False,False,H,[H],H,[H],Pd,Fm3m,Pd,3.86,3.86,3.86,(111),2x2,0.25,Pd,fcc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,111
-2.89,Dacapo,PW91,plane wave,ultrasoft pseudopotential,False,True,False,H,[H],H,[H],Co,,Co,2.51,2.51,2.51,(0001),2x2,0.25,Co,fcc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,0001
-2.69,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,False,False,H,[H],H,[H],Co,,Co,2.51,2.51,2.51,(0001),2x2,0.25,Co,fcc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,0001
-3.15,Dacapo,PW91,plane wave,ultrasoft pseudopotential,False,True,False,H,[H],H,[H],W,,W,,,,(110),2x2,0.25,W,3-fold hollow,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,110
-3.03,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,False,False,H,[H],H,[H],W,,W,,,,(110),2x2,0.25,W,3-fold hollow,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,110
-2.99,Dacapo,PW91,plane wave,ultrasoft pseudopotential,False,True,False,H,[H],H,[H],Fe,Im3m,Fe,2.85,2.85,2.85,(110),2x2,0.25,Fe,3-fold hollow,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,110
-3.24,Dacapo,PW91,plane wave,ultrasoft pseudopotential,False,True,False,H,[H],H,[H],Ta,,Ta,,,,(110),2x2,0.25,Ta,3-fold hollow,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,110
1.15,VASP,PW91,plane wave,projector augmented wave,False,False,False,CHOHC(O)COH,O[CH][C]([C]O)[O],CHOHC(O)COH,O[CH][C]([C]O)[O],Pt,Fm3m,Pt,3.99,,,(111),4x4,0.0625,Pt,,9,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
1.52,VASP,PW91,plane wave,projector augmented wave,False,False,False,CHOHC(O)C(O),[O][C][C]([CH]O)[O],CHOHC(O)C(O),[O][C][C]([CH]O)[O],Pt,Fm3m,Pt,3.99,,,(111),4x4,0.0625,Pt,,8,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
1.12,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,True,False,HCOO,[O]C=O,HCOO,[O][CH][O],Pt,Fm3m,Pt,,,,(211),1x3,0.0000,Pt,,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,211
1.17,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,False,False,HCOO,[O]C=O,HCOO,[O][CH][O],Rh,Fm3m,Rh,,,,(211),1x3,0.0000,Rh,,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.0,211
2.06,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,False,False,CH2(O)OH,[O]CO,CH2(O)OH,[O]CO,Rh,Fm3m,Rh,,,,(211),1x3,0.0000,Rh,,5,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,211
1.43,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,False,False,CH2O,C=O,CH2O,[CH2][O],Rh,Fm3m,Rh,,,,(211),1x3,0.0000,Rh,,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.0,211
0.44,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,True,False,HCOO,[O]C=O,HCOO,[O][CH][O],Rh,Fm3m,Rh,,,,(211),1x3,0.0000,Rh,,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.0,211
-0.94,[no data],RPBE,plane wave,ultrasoft pseudopotential,,,False,CO,[C]#[O],CO,[C][O],Cu3Pd,,Cu3Pd,,,,(111),2x2,0.25,Cu+Pd,Pd-top,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.25,111
-3.2,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,False,False,O,[O],O,[O],Pd,Fm3m,Pd,3.99,3.99,3.99,(111),2x2,0.25,Pd,fcc,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,111
-0.75,VASP,PW91,plane wave,ultrasoft pseudopotential,False,,False,CH3CH2CHO,CCC=O,CH3CH2CHO,CC[CH][O],Ru,,Ru,2.71,2.71,,(0001),3x3,0.2222,,"η1η2(C,O)",10,6,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.0,0001
-0.45,VASP,PW91,plane wave,ultrasoft pseudopotential,False,,False,CH3COCH3,CC(=O)C,CH3COCH3,C[C]([O])C,Ru,,Ru,2.71,2.71,,(0001),3x3,0.2222,,"η1η2(C,O)",10,6,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.0,0001
-0.69,VASP,PW91,plane wave,ultrasoft pseudopotential,False,,False,CH3CH2CH2CHO,CCCC=O,CH3CH2CH2CHO,CCC[CH][O],Ru,,Ru,2.71,2.71,,(0001),3x3,0.2222,,"η1η2(C,O)",13,8,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.0,0001
-2.68,VASP,PW91,plane wave,ultrasoft pseudopotential,False,,False,CH3CH2CH2CH2O,CCCC[O],CH3CH2CH2CH2O,CCCC[O],Ru,,Ru,2.71,2.71,,(0001),3x3,0.1111,,η3(O),14,9,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,0001
-2.71,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,False,False,H,[H],H,[H],Ni,Fm3m,Ni,3.52,3.52,3.52,(111),2x2,0.25,Ni,fcc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,111
-2.92,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,False,False,H,[H],H,[H],Mo,,Mo,,,,(110),2x2,0.25,Mo,3-fold hollow,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,110
1.41,VASP,PW91,plane wave,projector augmented wave,False,False,False,CH2OHC(O)C(O),[O][C][C](CO)[O],CH2OHC(O)C(O),[O][C][C](CO)[O],Pt,Fm3m,Pt,3.99,,,(111),4x4,0.0625,Pt,,9,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
-0.46,VASP,PW91,,projector augmented wave,True,False,False,CH2OHCHOHCH2OH,OCC(CO)O,CH2OHCHOHCH2OH,OCC(CO)O,Pt,Fm3m,Pt,3.99,,,(111),4x4,0.0625,Pt,,14,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111
-3.95,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,K2O,[K+].[O2-].[K+],K2O,[K+].[O2-].[K+],Ag,Fm3m,Ag,4.074,,,(211),2x4,0.0417,Ag,b1(lr),3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,211
-2.55,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,KCl,[Cl-].[K+],KCl,[Cl-].[K+],Ag,Fm3m,Ag,4.074,,,(211),2x4,0.0417,Ag,h3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,211
-2.27,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,K,[K],K,[K],Ag,Fm3m,Ag,4.074,,,(211),1x3,0.1111,Ag,h5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,211
-4.27,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Fe,[Fe],Fe,[Fe],Al-O3-R,R-3c,Al2O3,4.789,,13.063,(0001),3x3,0.1111,Al,al3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.25,0001
-3.99,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Fe,[Fe],Fe,[Fe],Cu,Fm3m,Cu,3.567,,,(211),1x3,0.1111,Cu,h5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29.0,211
-0.38,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,HCl,Cl,HCl,Cl,Ni,Fm3m,Ni,3.479,,,(211),1x3,0.1111,Ni,f2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,211
-6.54,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Si,[Si],Si,[Si],Ni,Fm3m,Ni,3.479,,,(211),1x3,0.1111,Ni,h5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,211
-2.42,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Zn,[Zn],Zn,[Zn],Ni,Fm3m,Ni,3.479,,,(211),1x3,0.1111,Ni,h5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28.0,211
-5.58,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Al,[Al],Al,[Al],Pd,Fm3m,Pd,3.885,,,(100),3x3,0.1111,Pd,4f,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,100
-1.19,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,H2S,S,H2S,S,Pd,Fm3m,Pd,3.885,,,(100),3x3,0.1111,Pd,b,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,100
2.23,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,True,False,CH2(O)OH,[O]CO,CH2(O)OH,[O]CO,Pt,Fm3m,Pt,,,,(211),1x3,0.0000,Pt,,5,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,211
0.78,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,True,False,CH2O,C=O,CH2O,[CH2][O],Rh,Fm3m,Rh,,,,(211),1x3,0.0000,Rh,,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.0,211
0.79,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,True,False,CH3O,C[O],CH3O,C[O],Rh,Fm3m,Rh,,,,(211),1x3,0.0000,Rh,,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,211
-0.46,[no data],RPBE,plane wave,ultrasoft pseudopotential,,,False,CO,[C]#[O],CO,[C][O],Cu,Fm3m,Cu,3.68,3.68,3.68,(111),(√3x√3)R30°,0.3333,Cu,fcc,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.0,111
-0.42,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,False,False,HCN,C#N,HCN,[CH][N],Pd,Fm3m,Pd,3.99,3.99,3.99,(111),2x2,0.25,Pd,top,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,111
-0.91,Dacapo,PW91,plane wave,ultrasoft pseudopotential,False,True,False,HCN,C#N,HCN,[CH][N],Pd,Fm3m,Pd,3.99,3.99,3.99,(111),2x2,0.25,Pd,bridge,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,111
-2.07,Dacapo,PW91,plane wave,ultrasoft pseudopotential,False,True,False,NO,[N]=O,NO,[N][O],Pd,Fm3m,Pd,3.99,3.99,3.99,(111),2x2,0.25,Pd,fcc,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0,111
-3.9,Dacapo,PW91,plane wave,ultrasoft pseudopotential,False,True,False,NOH,[N]O,NOH,[N]O,Pd,Fm3m,Pd,3.99,3.99,3.99,(111),2x2,0.25,Pd,fcc,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,111
-3.16,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,False,False,NOH,[N]O,NOH,[N]O,Pd,Fm3m,Pd,3.99,3.99,3.99,(111),2x2,0.25,Pd,fcc,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,111
-1.96,Dacapo,PW91,plane wave,ultrasoft pseudopotential,False,True,False,CO,[C]#[O],CO,[C][O],Pd,Fm3m,Pd,3.99,3.99,3.99,(111),2x2,0.25,Pd,hcp,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,111
-1.55,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,False,False,CO,[C]#[O],CO,[C][O],Pd,Fm3m,Pd,3.99,3.99,3.99,(111),2x2,0.25,Pd,hcp,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,111
-2.78,VASP,PW91,plane wave,ultrasoft pseudopotential,False,,False,CH3CH(O)CH3,CC([O])C,CH3CH(O)CH3,CC([O])C,Ru,,Ru,2.71,2.71,,(0001),3x3,0.1111,,η3(O),11,7,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,0001
-0.38,VASP,PW91,,projector augmented wave,True,False,False,CH2OHCHOHCH2OH,OCC(CO)O,CH2OHCHOHCH2OH,OCC(CO)O,Pd,Fm3m,Pd,3.95,,,(111),4x4,0.0625,Pd,,14,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,111
-0.47,VASP,PW91,,projector augmented wave,True,False,False,CH2OHCHOHCH2OH,OCC(CO)O,CH2OHCHOHCH2OH,OCC(CO)O,Rh,Fm3m,Rh,3.84,,,(111),4x4,0.0625,Rh,,14,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,111
-0.2,VASP,PW91,,projector augmented wave,True,False,False,CH2OHCHOHCH2OH,OCC(CO)O,CH2OHCHOHCH2OH,OCC(CO)O,Cu,Fm3m,Cu,3.64,,,(111),4x4,0.0625,Cu,,14,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,111
-2.34,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Mg,[Mg],Mg,[Mg],Ag,Fm3m,Ag,4.074,,,(211),1x3,0.1111,Ag,h5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,211
-2.19,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Na,[Na],Na,[Na],Ag,Fm3m,Ag,4.074,,,(211),1x3,0.1111,Ag,h5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,211
-3.83,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,P,[P],P,[P],Ag,Fm3m,Ag,4.074,,,(211),1x3,0.1111,Ag,h5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,211
-1.01,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,H2S,S,H2S,S,Al-O3-R,R-3c,Al2O3,4.789,,13.063,(0001),3x3,0.1111,Al,al1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,0001
-2.29,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,K,[K],K,[K],Cu,Fm3m,Cu,3.567,,,(100),3x3,0.1111,Cu,4f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,100
-2.29,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,K,[K],K,[K],Cu,Fm3m,Cu,3.567,,,(100),3x3,0.1111,Cu,b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,100
-2.08,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Mg,[Mg],Mg,[Mg],Cu,Fm3m,Cu,3.567,,,(100),3x3,0.1111,Cu,4f,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,100
-3.11,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Mn,[Mn],Mn,[Mn],Cu,Fm3m,Cu,3.567,,,(100),3x3,0.1111,Cu,4f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.0,100
-0.88,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,NH3,N,NH3,N,Cu,Fm3m,Cu,3.567,,,(100),3x3,0.1111,Cu,t,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,100
-0.51,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,COS,O=C=S,COS,[O][C][S],Cu,Fm3m,Cu,3.567,,,(111),3x3,0.1111,Cu,f(ud),3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29.0,111
-3.57,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Cl,[Cl],Cl,[Cl],Cu,Fm3m,Cu,3.567,,,(111),3x3,0.1111,Cu,f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,111
-2.46,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,K,[K],K,[K],Cu,Fm3m,Cu,3.567,,,(111),3x3,0.1111,Cu,h,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,111
-2.46,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,K,[K],K,[K],Cu,Fm3m,Cu,3.567,,,(111),3x3,0.1111,Cu,b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,111
-2.46,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,K,[K],K,[K],Cu,Fm3m,Cu,3.567,,,(111),3x3,0.1111,Cu,f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,111
-0.95,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,H2S,S,H2S,S,Cu,Fm3m,Cu,3.567,,,(211),1x3,0.1111,Cu,b6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,211
-2.53,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,KCl,[Cl-].[K+],KCl,[Cl-].[K+],Cu,Fm3m,Cu,3.567,,,(211),2x4,0.0417,Cu,b4(diag),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,211
-4.33,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,N,[N],N,[N],Cu,Fm3m,Cu,3.567,,,(211),1x3,0.1111,Cu,h5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,211
-5.1,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,S,[S],S,[S],Cu,Fm3m,Cu,3.567,,,(211),1x3,0.1111,Cu,h5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,211
-3.18,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Na,[Na],Na,[Na],Ir,Fm3m,Ir,3.837,,,(211),1x3,0.1111,Ir,h5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,211
-1.6,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Fe,[Fe],Fe,[Fe],MgO,Fm-3m,MgO,4.21,,,(100),3x3,0.1111,Mg,t2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.0,100
-5.52,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,K2O,[K+].[O2-].[K+],K2O,[K+].[O2-].[K+],Ni,Fm3m,Ni,3.479,,,(100),4x4,0.0625,Ni,4f(lr),3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,100
-4.0,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Mn,[Mn],Mn,[Mn],Ni,Fm3m,Ni,3.479,,,(100),3x3,0.1111,Ni,4f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28.0,100
-5.54,VASP,PBE-D3,plane wave,projector augmented wave,True,False,False,Si,[Si],Si,[Si],Ni,Fm3m,Ni,3.479,,,(111),3x3,0.1111,Ni,f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,111
1.12,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,False,True,False,CH2O,C=O,CH2O,[CH2][O],Pt,Fm3m,Pt,,,,(211),1x3,0.0000,Pt,,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,211
-2.05,[no data],PW91,plane wave,ultrasoft pseudopotential,,,False,CO,[C]#[O],CO,[C][O],Pd,Fm3m,Pd,4.03,4.03,4.03,(111),(√3x√3)R30°,0.3333,Pd,fcc,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,111
