epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,7.840892791748047,2.1882731914520264,9.057077407836914,2.2851722240448
1,6.966622829437256,1.996843695640564,8.171631813049316,2.099254846572876
2,6.265577793121338,1.8189715147018433,7.425711154937744,1.9265960454940796
3,5.662399768829346,1.6558703184127808,6.801936149597168,1.7857006788253784
4,5.126475811004639,1.5705910921096802,6.266592025756836,1.7469050884246826
5,4.719483852386475,1.545640230178833,5.823779106140137,1.7149056196212769
6,4.397647380828857,1.5173605680465698,5.464113235473633,1.6850101947784424
7,4.12197208404541,1.492769718170166,5.168095588684082,1.6568289995193481
8,3.9437789916992188,1.4717053174972534,4.918166637420654,1.6299151182174683
9,3.7401814460754395,1.447566270828247,4.717374801635742,1.6050654649734497
10,3.578472852706909,1.4272223711013794,4.550612926483154,1.5820389986038208
11,3.4684348106384277,1.4102184772491455,4.413585662841797,1.565750241279602
12,3.4082584381103516,1.4039591550827026,4.298810005187988,1.5560812950134277
13,3.306480646133423,1.401710033416748,4.200528144836426,1.5495620965957642
14,3.2438623905181885,1.398756980895996,4.117936134338379,1.5441358089447021
15,3.221271276473999,1.3957810401916504,4.052182674407959,1.5377029180526733
16,3.1578786373138428,1.3914610147476196,3.9889578819274902,1.5311301946640015
17,3.1138617992401123,1.3872219324111938,3.9334206581115723,1.5241658687591553
18,3.141918659210205,1.3812780380249023,3.8836395740509033,1.516988754272461
19,3.064300775527954,1.3752715587615967,3.8359761238098145,1.5095741748809814
20,3.009382724761963,1.3685190677642822,3.795546770095825,1.5017368793487549
21,3.0173397064208984,1.3623595237731934,3.7539520263671875,1.4937858581542969
22,2.9817614555358887,1.3552082777023315,3.7153091430664062,1.4857282638549805
23,2.9353761672973633,1.3479045629501343,3.681464672088623,1.477111577987671
24,2.9140539169311523,1.341076374053955,3.6448569297790527,1.4695146083831787
25,2.9070796966552734,1.3341416120529175,3.610642910003662,1.4615408182144165
26,2.8690359592437744,1.3273993730545044,3.575383424758911,1.453710675239563
27,2.8319437503814697,1.319555401802063,3.547440767288208,1.444884181022644
28,2.818676233291626,1.311833143234253,3.515328884124756,1.4371811151504517
29,2.8038694858551025,1.3046482801437378,3.4842967987060547,1.4293004274368286
30,2.7700676918029785,1.297235369682312,3.4546074867248535,1.421507716178894
31,2.7633848190307617,1.2888180017471313,3.428088426589966,1.4132328033447266
32,2.7194933891296387,1.2822701930999756,3.39577054977417,1.4058901071548462
33,2.687879800796509,1.2750365734100342,3.369901180267334,1.3983533382415771
34,2.6881160736083984,1.268152117729187,3.3421146869659424,1.3910160064697266
35,2.7101917266845703,1.260203242301941,3.318974018096924,1.3833280801773071
36,2.6320769786834717,1.2535697221755981,3.2896201610565186,1.3762973546981812
37,2.644381046295166,1.2473175525665283,3.2622523307800293,1.369388461112976
38,2.595252275466919,1.2406176328659058,3.2325172424316406,1.3620977401733398
39,2.5763111114501953,1.233277440071106,3.2077383995056152,1.3546425104141235
40,2.533514976501465,1.2267898321151733,3.181645393371582,1.3476958274841309
41,2.5317883491516113,1.2202496528625488,3.1562917232513428,1.340589165687561
42,2.49859356880188,1.2129768133163452,3.134206533432007,1.3335869312286377
43,2.4941184520721436,1.207175374031067,3.1080551147460938,1.3265773057937622
44,2.4641761779785156,1.2011252641677856,3.082045793533325,1.3202109336853027
45,2.467658758163452,1.1948890686035156,3.0599477291107178,1.3130607604980469
46,2.4371635913848877,1.188628077507019,3.032364845275879,1.3069442510604858
47,2.4124484062194824,1.1830493211746216,3.0092663764953613,1.3003791570663452
48,2.4331977367401123,1.175710916519165,2.99005389213562,1.2936172485351562
49,2.372579574584961,1.1709691286087036,2.9604716300964355,1.2873982191085815
50,2.380838394165039,1.1653071641921997,2.937769889831543,1.281205415725708
51,2.346187114715576,1.1594483852386475,2.915647029876709,1.2755682468414307
52,2.3462958335876465,1.154296875,2.8921587467193604,1.2701021432876587
53,2.3017003536224365,1.1500202417373657,2.862583637237549,1.2644621133804321
54,2.274405002593994,1.1450172662734985,2.8419346809387207,1.2590664625167847
55,2.276675224304199,1.1390514373779297,2.8225951194763184,1.2533960342407227
56,2.251230001449585,1.1356441974639893,2.7952816486358643,1.2483364343643188
57,2.2295615673065186,1.129477620124817,2.7785255908966064,1.2426433563232422
58,2.209158420562744,1.1245756149291992,2.7545230388641357,1.2371927499771118
59,2.1955924034118652,1.119046688079834,2.738328456878662,1.2318382263183594
60,2.1628100872039795,1.1144471168518066,2.7118334770202637,1.2269375324249268
61,2.1621627807617188,1.1098979711532593,2.691119909286499,1.2215168476104736
62,2.1472957134246826,1.1052340269088745,2.6669762134552,1.2163333892822266
63,2.13840651512146,1.1004638671875,2.6499598026275635,1.2109988927841187
64,2.125925064086914,1.0963481664657593,2.624924659729004,1.2055275440216064
65,2.1152455806732178,1.090510606765747,2.6102566719055176,1.2004278898239136
66,2.076282262802124,1.0864746570587158,2.5833067893981934,1.1950479745864868
67,2.0598366260528564,1.0807913541793823,2.5650112628936768,1.1897988319396973
68,2.0427088737487793,1.0763994455337524,2.5454182624816895,1.1848682165145874
69,2.0535335540771484,1.0712727308273315,2.524582862854004,1.1791963577270508
70,2.033245325088501,1.0664807558059692,2.5078513622283936,1.1740485429763794
71,2.0117194652557373,1.0610898733139038,2.486666202545166,1.1685144901275635
72,1.9913358688354492,1.056634545326233,2.468369722366333,1.1635531187057495
73,1.9797168970108032,1.0518022775650024,2.4500107765197754,1.1583693027496338
74,1.9836974143981934,1.0466017723083496,2.431580066680908,1.1528398990631104
75,1.9517394304275513,1.042176604270935,2.412044048309326,1.1480438709259033
76,1.9251058101654053,1.036994457244873,2.3967952728271484,1.1430104970932007
77,1.9215389490127563,1.0323830842971802,2.3765647411346436,1.1376231908798218
78,1.9209142923355103,1.0277591943740845,2.360713005065918,1.1323800086975098
79,1.9079545736312866,1.0229957103729248,2.3430349826812744,1.1274765729904175
80,1.8922107219696045,1.0194823741912842,2.3246536254882812,1.1222857236862183
81,1.867142677307129,1.0136237144470215,2.3078067302703857,1.1169404983520508
82,1.8629690408706665,1.0091097354888916,2.292102336883545,1.1122560501098633
83,1.8576332330703735,1.0043394565582275,2.2761056423187256,1.1071773767471313
84,1.8314015865325928,0.9998910427093506,2.2603230476379395,1.1022990942001343
85,1.8255687952041626,0.9957953095436096,2.2443768978118896,1.0977869033813477
86,1.8256763219833374,0.9913163185119629,2.229750156402588,1.092882513999939
87,1.7990772724151611,0.9869174957275391,2.212383270263672,1.0878502130508423
88,1.7875665426254272,0.9821333885192871,2.200071334838867,1.0831571817398071
89,1.7892287969589233,0.9776667356491089,2.1851894855499268,1.07905912399292
90,1.7581833600997925,0.9735456109046936,2.170731544494629,1.0747917890548706
91,1.7513480186462402,0.9694694876670837,2.155977725982666,1.0705541372299194
92,1.7312037944793701,0.9653465747833252,2.1424615383148193,1.0664420127868652
93,1.7362909317016602,0.9606170654296875,2.1298046112060547,1.062361240386963
94,1.7406516075134277,0.9565136432647705,2.117980480194092,1.0586071014404297
95,1.7033030986785889,0.9534851908683777,2.099963903427124,1.0548838376998901
96,1.722636342048645,0.9493337869644165,2.088765859603882,1.0508331060409546
97,1.6842432022094727,0.9448686838150024,2.0792174339294434,1.0471187829971313
98,1.6931915283203125,0.9431850910186768,2.064255952835083,1.0434006452560425
99,1.6677305698394775,0.9375134110450745,2.0572454929351807,1.0400863885879517
