epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,10.36550521850586,2.6048905849456787,7.066436767578125,1.9769502878189087
1,6.337899684906006,1.810817837715149,4.598287105560303,1.507012128829956
2,4.520426273345947,1.5929499864578247,3.6616122722625732,1.4099568128585815
3,3.8890132904052734,1.5246319770812988,3.3841636180877686,1.4189027547836304
4,3.6142220497131348,1.5198721885681152,3.2770094871520996,1.4185987710952759
5,3.5314056873321533,1.5038880109786987,3.2035975456237793,1.4071805477142334
6,3.3688530921936035,1.4831185340881348,3.1283295154571533,1.3901698589324951
7,3.295511245727539,1.458348274230957,3.0551767349243164,1.3711597919464111
8,3.1809308528900146,1.4348796606063843,2.9876112937927246,1.3538278341293335
9,3.1328537464141846,1.4103821516036987,2.910201072692871,1.330459713935852
10,3.037407398223877,1.3883965015411377,2.8481528759002686,1.3152226209640503
11,2.9617230892181396,1.3643324375152588,2.777970314025879,1.2939614057540894
12,2.885070323944092,1.3423817157745361,2.7135884761810303,1.2748697996139526
13,2.7920894622802734,1.3206835985183716,2.655775308609009,1.2592110633850098
14,2.7191109657287598,1.2970927953720093,2.5900819301605225,1.239022135734558
15,2.7075653076171875,1.276189923286438,2.5283701419830322,1.2201284170150757
16,2.5973386764526367,1.2568522691726685,2.4745826721191406,1.205755591392517
17,2.5272300243377686,1.2392734289169312,2.418076276779175,1.1896361112594604
18,2.4575724601745605,1.2208515405654907,2.362574338912964,1.173059105873108
19,2.420224666595459,1.2002787590026855,2.3108010292053223,1.1581121683120728
20,2.3419101238250732,1.1836901903152466,2.269348382949829,1.149672031402588
21,2.287684202194214,1.169802188873291,2.216129779815674,1.1333844661712646
22,2.250180721282959,1.1539878845214844,2.1660943031311035,1.1170587539672852
23,2.1813833713531494,1.133846640586853,2.1191585063934326,1.103061556816101
24,2.1259615421295166,1.1193313598632812,2.078839063644409,1.0924787521362305
25,2.0603084564208984,1.1034460067749023,2.035107374191284,1.0792864561080933
26,2.029207706451416,1.0876787900924683,1.995337724685669,1.0674893856048584
27,1.9670283794403076,1.0759406089782715,1.955081582069397,1.0557525157928467
28,1.9200108051300049,1.0585122108459473,1.9131933450698853,1.0410457849502563
29,1.8996212482452393,1.0487312078475952,1.8707525730133057,1.024933934211731
30,1.8462775945663452,1.0265897512435913,1.8369661569595337,1.0146209001541138
31,1.808916449546814,1.0173672437667847,1.807435393333435,1.009057641029358
32,1.7631161212921143,1.0009758472442627,1.766950011253357,0.9921090602874756
33,1.718469262123108,0.9875840544700623,1.73858642578125,0.9859846830368042
34,1.681748390197754,0.972793459892273,1.7058498859405518,0.9749501347541809
35,1.6387447118759155,0.9591297507286072,1.6793928146362305,0.9690611958503723
36,1.6113821268081665,0.9537217020988464,1.650412917137146,0.9602853655815125
37,1.5744812488555908,0.9370783567428589,1.6176493167877197,0.9464472532272339
38,1.5451825857162476,0.9230549335479736,1.592665195465088,0.9386180639266968
39,1.5141029357910156,0.9171485304832458,1.5795966386795044,0.9409548044204712
40,1.4742177724838257,0.9058713912963867,1.5462905168533325,0.9263901710510254
41,1.4425454139709473,0.8959819674491882,1.5222957134246826,0.9184079170227051
42,1.4478496313095093,0.8849422335624695,1.5002633333206177,0.9097514748573303
43,1.3977187871932983,0.8722195625305176,1.4743784666061401,0.8984658718109131
44,1.3938323259353638,0.8639765381813049,1.4583039283752441,0.895551860332489
45,1.3392183780670166,0.8601045608520508,1.4390594959259033,0.8884524703025818
46,1.3189629316329956,0.8487117290496826,1.4171397686004639,0.8784107565879822
47,1.2935664653778076,0.8385693430900574,1.403513789176941,0.8755919337272644
48,1.2775911092758179,0.8336619138717651,1.3840646743774414,0.8673902153968811
49,1.2655543088912964,0.8264666199684143,1.3730342388153076,0.8660976886749268
50,1.2518607378005981,0.8164740204811096,1.3527569770812988,0.8565852642059326
51,1.2250744104385376,0.809939444065094,1.3436740636825562,0.8556830883026123
52,1.221136212348938,0.8037877678871155,1.3264232873916626,0.8477790355682373
53,1.187514066696167,0.7971473932266235,1.3164138793945312,0.845827043056488
54,1.1757675409317017,0.7928902506828308,1.29604971408844,0.8353796005249023
55,1.170721411705017,0.7836693525314331,1.2961113452911377,0.839763879776001
56,1.1462069749832153,0.7806431651115417,1.2811036109924316,0.8339540362358093
57,1.125475525856018,0.7748386263847351,1.2739734649658203,0.8328385353088379
58,1.1155574321746826,0.7688711285591125,1.2654170989990234,0.8302260637283325
59,1.09586501121521,0.7659198641777039,1.2487705945968628,0.8227494955062866
60,1.0904334783554077,0.7602292895317078,1.2474961280822754,0.8242894411087036
61,1.0843595266342163,0.755609929561615,1.236863374710083,0.8202977180480957
62,1.0706472396850586,0.7512468695640564,1.2261215448379517,0.8159549236297607
63,1.0621060132980347,0.7464329600334167,1.2136622667312622,0.8100411295890808
64,1.0413225889205933,0.7421041131019592,1.2096189260482788,0.8099902272224426
65,1.049583911895752,0.7396235466003418,1.2087910175323486,0.8112971782684326
66,1.0224734544754028,0.734450101852417,1.1965703964233398,0.8052157759666443
67,1.0262154340744019,0.7303149700164795,1.1979308128356934,0.8072407841682434
68,1.0150904655456543,0.7278863787651062,1.1919076442718506,0.8051150441169739
69,0.9885117411613464,0.7240608334541321,1.1801385879516602,0.7991229295730591
70,0.989831805229187,0.7211992144584656,1.1754411458969116,0.7975068688392639
71,0.9903521537780762,0.7166184782981873,1.176993489265442,0.7997158169746399
72,0.9665000438690186,0.7137424945831299,1.163103461265564,0.7917766571044922
73,0.9644209146499634,0.7106221914291382,1.1585544347763062,0.7895703911781311
74,0.9543681144714355,0.708840548992157,1.1495602130889893,0.7857056856155396
75,0.9496133923530579,0.7065282464027405,1.1566956043243408,0.7897899150848389
76,0.9486145973205566,0.70111083984375,1.1472184658050537,0.7855129241943359
77,0.9381305575370789,0.699508786201477,1.1415679454803467,0.7826310992240906
78,0.931326687335968,0.6979122161865234,1.1371099948883057,0.780249834060669
79,0.9212625622749329,0.6936067342758179,1.1378357410430908,0.7809966802597046
80,0.9196329712867737,0.6914706230163574,1.1457326412200928,0.786119818687439
81,0.9097736477851868,0.687043309211731,1.136488676071167,0.7807796597480774
82,0.9049245119094849,0.6864908337593079,1.1385104656219482,0.7820463180541992
83,0.8997629880905151,0.6831875443458557,1.1351145505905151,0.7804032564163208
84,0.8984400033950806,0.6810049414634705,1.1327533721923828,0.7784912586212158
85,0.8891447186470032,0.6770488619804382,1.1282747983932495,0.7753451466560364
86,0.8823491930961609,0.6750357151031494,1.1253715753555298,0.7744474411010742
87,0.8798859119415283,0.6721505522727966,1.126589059829712,0.7746989130973816
88,0.8878397941589355,0.6699512004852295,1.1179267168045044,0.7691105008125305
89,0.8761503100395203,0.66834956407547,1.1175659894943237,0.7694409489631653
90,0.869838535785675,0.6672610640525818,1.1188687086105347,0.7699683904647827
91,0.8606250286102295,0.664484977722168,1.1121033430099487,0.7659415006637573
92,0.8584001660346985,0.6640735268592834,1.1228606700897217,0.7721935510635376
93,0.8566791415214539,0.6619236469268799,1.111445426940918,0.7648500800132751
94,0.8577634692192078,0.6624196767807007,1.1286852359771729,0.7750977873802185
95,0.8600507974624634,0.6645025610923767,1.1115472316741943,0.7647182941436768
96,0.855628252029419,0.661949098110199,1.1063982248306274,0.7612188458442688
97,0.8446402549743652,0.6545416116714478,1.1027498245239258,0.7589601278305054
98,0.8340449929237366,0.6521715521812439,1.109246015548706,0.7621704936027527
99,0.8386363387107849,0.6526315808296204,1.1028339862823486,0.7581863403320312
100,0.8353886604309082,0.6496424674987793,1.100630760192871,0.7568104267120361
101,0.8276281356811523,0.6501913666725159,1.1014630794525146,0.7565796375274658
