adsorption_energy,adsorbate_formula,adsorbate_connectivity_smiles,termination,fraction,adsorbate_num_atoms,atomic_num_1,atomic_num_2,atomic_num_3,atomic_num_4,atomic_num_5,atomic_num_6,atomic_num_6.1,atomic_num_8,atomic_num_9,atomic_num_10,atomic_num_1.1,atomic_num_12,atomic_num_13,atomic_num_14,atomic_num_15,atomic_num_16,atomic_num_17,atomic_num_18,atomic_num_19,atomic_num_20,atomic_num_21,atomic_num_22,atomic_num_23,atomic_num_24,atomic_num_25,atomic_num_26,atomic_num_27,atomic_num_28,atomic_num_29,atomic_num_30,double,triple,termination_atomic_num,Fixed_Substrate,LatticeConstant1,facet,Substrate_Symmetry
0.78,CH2O,[CH2][O],Rh,0.0,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.0,False,3.6624292517006807,211.0,1x3
0.79,CH3O,C[O],Rh,0.0,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,False,3.6624292517006807,211.0,1x3
-0.46,CO,[C][O],Cu,0.3333,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.0,False,3.68,111.0,(√3x√3)R30°
-0.42,HCN,[CH][N],Pd,0.25,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,False,3.99,111.0,2x2
-0.91,HCN,[CH][N],Pd,0.25,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,False,3.99,111.0,2x2
-2.07,NO,[N][O],Pd,0.25,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0,False,3.99,111.0,2x2
-3.9,NOH,[N]O,Pd,0.25,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,False,3.99,111.0,2x2
-3.16,NOH,[N]O,Pd,0.25,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,False,3.99,111.0,2x2
-1.96,CO,[C][O],Pd,0.25,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,False,3.99,111.0,2x2
-1.55,CO,[C][O],Pd,0.25,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,False,3.99,111.0,2x2
-2.78,CH3CH(O)CH3,CC([O])C,Ru,0.1111,11,7,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,False,2.71,1.0,3x3
-0.38,CH2OHCHOHCH2OH,OCC(CO)O,Pd,0.0625,14,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,False,3.95,111.0,4x4
-0.47,CH2OHCHOHCH2OH,OCC(CO)O,Rh,0.0625,14,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,False,3.84,111.0,4x4
-0.2,CH2OHCHOHCH2OH,OCC(CO)O,Cu,0.0625,14,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.64,111.0,4x4
-2.34,Mg,[Mg],Ag,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,False,4.074,211.0,1x3
-2.19,Na,[Na],Ag,0.1111,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,False,4.074,211.0,1x3
-3.83,P,[P],Ag,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,False,4.074,211.0,1x3
-1.01,H2S,S,Al-O3-R,0.1111,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,False,4.789,1.0,3x3
-2.29,K,[K],Cu,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.567,100.0,3x3
-2.29,K,[K],Cu,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.567,100.0,3x3
-2.08,Mg,[Mg],Cu,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.567,100.0,3x3
-3.11,Mn,[Mn],Cu,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.0,False,3.567,100.0,3x3
-0.88,NH3,N,Cu,0.1111,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.567,100.0,3x3
-0.51,COS,[O][C][S],Cu,0.1111,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29.0,False,3.567,111.0,3x3
-3.57,Cl,[Cl],Cu,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.567,111.0,3x3
-2.46,K,[K],Cu,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.567,111.0,3x3
-2.46,K,[K],Cu,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.567,111.0,3x3
-2.46,K,[K],Cu,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.567,111.0,3x3
-0.95,H2S,S,Cu,0.1111,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.567,211.0,1x3
-2.53,KCl,[Cl-].[K+],Cu,0.0417,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.567,211.0,2x4
-4.33,N,[N],Cu,0.1111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.567,211.0,1x3
-5.1,S,[S],Cu,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.567,211.0,1x3
-3.18,Na,[Na],Ir,0.1111,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,False,3.837,211.0,1x3
-1.6,Fe,[Fe],MgO,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.0,False,4.21,100.0,3x3
-5.52,K2O,[K+].[O2-].[K+],Ni,0.0625,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,False,3.479,100.0,4x4
-4.0,Mn,[Mn],Ni,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28.0,False,3.479,100.0,3x3
-5.54,Si,[Si],Ni,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,False,3.479,111.0,3x3
1.12,CH2O,[CH2][O],Pt,0.0,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,False,3.6624292517006807,211.0,1x3
-2.05,CO,[C][O],Pd,0.3333,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,False,4.03,111.0,(√3x√3)R30°
-1.58,CO,[C][O],Pd,0.3333,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,False,4.03,111.0,(√3x√3)R30°
-1.58,CO,[C][O],Pd,0.3333,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,False,4.03,111.0,(√3x√3)R30°
-3.68,CN,[C][N],Pd,0.25,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,False,3.99,111.0,2x2
-3.25,CN,[C][N],Pd,0.25,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,False,3.99,111.0,2x2
-1.67,CH3,[CH3],Pd,0.25,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,False,3.99,111.0,2x2
-2.21,OH,[OH],Pd,0.25,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,False,3.99,111.0,2x2
-1.66,OH,[OH],Pd,0.25,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,False,3.99,111.0,2x2
-3.02,H,[H],Fe,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,False,2.85,110.0,2x2
-6.09,O,[O],Fe,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,False,2.85,110.0,2x2
-0.62,NH3,N,Fe,0.25,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,False,2.85,110.0,2x2
-6.24,CH,[CH],Fe,0.25,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,False,2.85,110.0,2x2
-4.32,CH2,[CH2],Fe,0.25,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,False,2.85,110.0,2x2
-3.75,CH2,[CH2],Fe,0.25,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,False,2.85,110.0,2x2
-2.09,CH3,[CH3],Fe,0.25,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,False,2.85,110.0,2x2
-5.22,NH,[NH],Fe,0.25,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,False,2.85,110.0,2x2
-4.6,NH,[NH],Fe,0.25,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,False,2.85,110.0,2x2
-2.77,CH3CH(O)CH2CH3,CCC([O])C,Ru,0.1111,14,9,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,False,2.71,1.0,3x3
-0.39,CH3OH,CO,Ru,0.1111,6,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,False,2.71,1.0,3x3
-0.22,CH3CH2OH,CCO,Ru,0.1111,9,6,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,False,2.71,1.0,3x3
-0.25,CH3CH2CH2OH,CCCO,Ru,0.1111,12,8,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,False,2.71,1.0,3x3
-0.34,CH3CHOHCH3,CC(O)C,Ru,0.1111,12,8,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,False,2.71,1.0,3x3
-0.35,CH3CH2CH2CH2OH,CCCCO,Ru,0.1111,15,10,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,False,2.71,1.0,3x3
-0.42,CH3CHOHCH2CH3,CCC(O)C,Ru,0.1111,15,10,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,False,2.71,1.0,3x3
-0.94,H,[H],Ru,0.1111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,False,2.71,1.0,3x3
-0.73,H2O,O,Rh,0.1111,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,False,3.6624292517006807,221.0,3x3
-2.98,H,[H],Rh,0.1111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,False,3.6624292517006807,221.0,3x3
-2.39,H,[H],Cu,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.66,111.0,2x2
-2.23,H,[H],Cu,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.66,111.0,2x2
-2.97,H,[H],Ru,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,False,2.74,1.0,2x2
-2.81,H,[H],Ru,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,False,2.74,1.0,2x2
-3.05,H,[H],Mo,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,False,3.6624292517006807,110.0,2x2
-2.78,H,[H],Fe,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,False,2.85,110.0,2x2
-0.27,CH2OHCHOHCHOH,OCC([CH]O)O,Pt,0.0625,13,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,False,3.99,111.0,4x4
-0.06,CH2OHCHOHCHOH,OCC([CH]O)O,Rh,0.0625,13,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,False,3.84,111.0,4x4
0.87,CH2OHCHOHCHOH,OCC([CH]O)O,Cu,0.0625,13,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.64,111.0,4x4
-0.27,CH2OHCOHCH2OH,OC[C](CO)O,Pt,0.0625,13,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,False,3.99,111.0,4x4
-0.11,CH2OHCHOHCH2(O),[O]CC(CO)O,Rh,0.0625,12,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,False,3.84,111.0,4x4
0.08,CH2OHCHOHCH2(O),[O]CC(CO)O,Cu,0.0625,12,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.64,111.0,4x4
0.39,CH2OHCH(O)CH2OH,OCC(CO)[O],Pt,0.0625,13,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,False,3.99,111.0,4x4
0.3,CH2OHCOHCHOH,OC[C]([CH]O)O,Rh,0.0625,12,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,False,3.84,111.0,4x4
0.96,CH2OHCOHCHOH,OC[C]([CH]O)O,Cu,0.0625,12,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.64,111.0,4x4
0.45,CH2OHCHOHCH(O),[O][CH]C(CO)O,Pt,0.0625,12,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,False,3.99,111.0,4x4
-0.06,CHOHCOHCH3,O[CH][C](O)C,Pt,0.0625,11,6,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,False,3.99,111.0,4x4
0.28,CHOHCOHCH3,O[CH][C](O)C,Rh,0.0625,11,6,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.0,False,3.84,111.0,4x4
0.85,CHOHCOHCH3,O[CH][C](O)C,Cu,0.0625,11,6,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29.0,False,3.64,111.0,4x4
0.43,CH(O)CHOHCH3,[O][CH]C(O)C,Pt,0.0625,11,6,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,False,3.99,111.0,4x4
-2.78,H,[H],Pd1Re2,0.3333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.33333333333333,False,2.76,1.0,(√3x√3)R30°
-2.8,H,[H],Pd2Re1,0.3333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.66666666666666,False,2.75,113.47928388746804,(√3x√3)R30°
-2.33,HCOO,[O][CH][O],Pt,0.1111,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,True,4.0,111.0,3x3
-0.33,H2O,O,Pt,0.1111,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,True,4.0,111.0,3x3
-2.71,H,[H],Pt,0.1111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,True,4.0,111.0,3x3
1.28,CH3O,C[O],Pt,0.0,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,False,3.6624292517006807,211.0,1x3
-0.33,OH,[OH],Rh,0.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,False,3.6624292517006807,211.0,1x3
1.67,CH2(O)OH,[O]CO,Rh,0.0,5,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,False,3.6624292517006807,211.0,1x3
-2.86,H,[H],Fe,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,False,2.85,110.0,2x2
-6.99,C,[C],Fe,0.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,False,2.85,110.0,2x2
-5.27,S,[S],Fe,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,False,2.85,110.0,2x2
-5.22,S,[S],Fe,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,False,2.85,110.0,2x2
-1.79,HCN,[CH][N],Fe,0.25,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.0,False,2.85,110.0,2x2
-0.63,N2,[N][N],Fe,0.25,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.0,False,2.85,110.0,2x2
-0.24,N2,[N][N],Fe,0.25,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.0,False,2.85,110.0,2x2
-2.86,NO,[N][O],Fe,0.25,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.0,False,2.85,110.0,2x2
-2.24,NO,[N][O],Fe,0.25,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.0,False,2.85,110.0,2x2
-6.85,CH,[CH],Fe,0.25,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,False,2.85,110.0,2x2
-2.81,H,[H],Rh,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,False,3.85,111.0,2x2
-2.65,H,[H],Rh,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,False,3.85,111.0,2x2
0.13,CH2OHCHOHCHOH,OCC([CH]O)O,Pd,0.0625,13,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,False,3.95,111.0,4x4
0.8,CH2OHCOHCH2OH,OC[C](CO)O,Cu,0.0625,13,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.64,111.0,4x4
2.39,C(O)C(O)C(O),[O][C][C]([C][O])[O],Rh,0.0625,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,False,3.84,111.0,4x4
4.39,C(O)C(O)C(O),[O][C][C]([C][O])[O],Cu,0.0625,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,False,3.64,111.0,4x4
-0.48,CH2OHCHOHCH3,OCC(O)C,Pt,0.0625,13,8,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,False,3.99,111.0,4x4
-6.93,C,[C],Pd,0.0625,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,False,3.95,111.0,4x4
-7.2,C,[C],Rh,0.0625,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,False,3.84,111.0,4x4
-2.4,COOH,O[C][O],Pt,0.1111,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,True,4.0,111.0,3x3
-0.06,CO2,[O][C][O],Pt,0.1111,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,78.0,True,4.0,111.0,3x3
-2.36,CHO,[CH][O],Pt,0.1111,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,True,4.0,111.0,3x3
-2.72,H,[H],Ni2Au,0.1111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,False,3.6624292517006807,111.0,3x3
-6.6,C,[C],Pd3Ag,0.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.25,False,3.6624292517006807,111.0,2x2
-6.52,CH,[CH],Pd3Ag,0.25,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.25,False,3.6624292517006807,111.0,2x2
-3.71,CH2,[CH2],Pd3Ag,0.25,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.25,False,3.6624292517006807,111.0,2x2
-1.75,CH3,[CH3],Pd3Ag,0.25,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.25,False,3.6624292517006807,111.0,2x2
-4.24,CHC,[C][CH],Pd3Ag,0.25,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.25,False,3.6624292517006807,111.0,2x2
-5.3,CH2C,[C][CH2],Pd3Ag,0.25,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.25,False,3.6624292517006807,111.0,2x2
-6.57,CH3C,[C]C,Pd3Ag,0.25,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.25,False,3.6624292517006807,111.0,2x2
