adsorption_energy,exchange_correlation,potentials,adsorbate_formula,adsorbate_smiles,adsorbate_molecular_formula,adsorbate_connectivity_smiles,adsorption_measurement.bulk_surface_property_set.termination,adsorption_measurement.bulk_surface_property_set.space_group,adsorption_measurement.bulk_surface_property_set.bulk_surface_material.name,adsorption_measurement.bulk_surface_property_set.lattice_constant.lattice_constant_2,adsorption_measurement.bulk_surface_property_set.lattice_constant.lattice_constant_3,adsorption_measurement.bulk_surface_property_set.facet.name,adsorption_measurement.adsorbate_fraction.numeric,adsorption_measurement.adsorbate_fraction.unit,adsorption_measurement.adsorption_site.site_name,adsorbate_num_atoms,atomic_num_1,atomic_num_2,atomic_num_3,atomic_num_4,atomic_num_5,atomic_num_6,atomic_num_6,atomic_num_8,atomic_num_9,atomic_num_10,atomic_num_1,atomic_num_12,atomic_num_13,atomic_num_14,atomic_num_15,atomic_num_16,atomic_num_17,atomic_num_18,atomic_num_19,atomic_num_20,atomic_num_21,atomic_num_22,atomic_num_23,atomic_num_24,atomic_num_25,atomic_num_26,atomic_num_27,atomic_num_28,atomic_num_29,atomic_num_30,double,triple,termination_atomic_num,facet_num,software,spin_polarization,zero_point_energy,Fixed_Substrate,LatticeConstant1,facet,Substrate_Symmetry
-2.22,PW91,ultrasoft pseudopotential,COOH,O[C]=O,COOH,O[C][O],Pd,,Pd,,,(111),0.1111,Pd,top,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0,111.0,Dacapo,False,False,True,3.99,111.0,3x3
-0.05,PW91,ultrasoft pseudopotential,CO2,O=C=O,CO2,[O][C][O],Pd,,Pd,,,(111),0.1111,Pd,,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,46.0,111.0,Dacapo,False,False,True,3.99,111.0,3x3
-1.99,PW91,ultrasoft pseudopotential,CO,[C]#[O],CO,[C][O],Pd,,Pd,,,(111),0.1111,Pd,fcc,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,111.0,Dacapo,False,False,True,3.99,111.0,3x3
-2.26,PW91,ultrasoft pseudopotential,CHO,[CH]=O,CHO,[CH][O],Pd,,Pd,,,(111),0.1111,Pd,fcc,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0,111.0,Dacapo,False,False,True,3.99,111.0,3x3
-2.16,PW91,ultrasoft pseudopotential,OH,[OH],OH,[OH],Pd,,Pd,,,(111),0.1111,Pd,fcc,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,111.0,Dacapo,False,False,True,3.99,111.0,3x3
-0.31,PW91,ultrasoft pseudopotential,H2O,O,H2O,O,Pd,,Pd,,,(111),0.1111,Pd,top,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,111.0,Dacapo,False,False,True,3.99,111.0,3x3
-2.83,PW91,ultrasoft pseudopotential,H,[H],H,[H],Pd,,Pd,,,(111),0.1111,Pd,fcc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,111.0,Dacapo,False,False,True,3.99,111.0,3x3
-1.43,PW91,ultrasoft pseudopotential,NH2,[NH2],NH2,[NH2],Au,Fm3m,Au,4.18,4.18,(111),0.25,Au,bridge,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,111.0,Dacapo,False,True,False,4.18,111.0,2x2
-0.9,RPBE,ultrasoft pseudopotential,NH2,[NH2],NH2,[NH2],Au,Fm3m,Au,4.18,4.18,(111),0.25,Au,bridge,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,111.0,Dacapo,False,False,False,4.18,111.0,2x2
0.0,RPBE,ultrasoft pseudopotential,NH3,N,NH3,N,Au,Fm3m,Au,4.18,4.18,(111),0.25,Au,top,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,111.0,Dacapo,False,False,False,4.18,111.0,2x2
-1.47,PW91,ultrasoft pseudopotential,COOH,O[C]=O,COOH,O[C][O],Au,Fm3m,Au,4.18,4.18,(111),0.25,Au,top,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79.0,111.0,Dacapo,False,True,False,4.18,111.0,2x2
-2.36,PW91,ultrasoft pseudopotential,HCO3,[O]C(=O)O,HCO3,[O][C]([O])O,Au,Fm3m,Au,4.18,4.18,(111),0.25,Au,top,5,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79.0,111.0,Dacapo,False,True,False,4.18,111.0,2x2
-2.69,RPBE,ultrasoft pseudopotential,H,[H],H,[H],Pd,Fm3m,Pd,3.99,3.99,(111),0.25,Pd,fcc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,111.0,Dacapo,False,False,False,3.99,111.0,2x2
-3.79,PW91,ultrasoft pseudopotential,O,[O],O,[O],Pd,Fm3m,Pd,3.99,3.99,(111),0.25,Pd,fcc,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,111.0,Dacapo,False,True,False,3.99,111.0,2x2
-6.3,PW91,ultrasoft pseudopotential,C,[C],C,[C],Pd,Fm3m,Pd,3.99,3.99,(111),0.25,Pd,hcp,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,111.0,Dacapo,False,True,False,3.99,111.0,2x2
-5.8,RPBE,ultrasoft pseudopotential,C,[C],C,[C],Pd,Fm3m,Pd,3.99,3.99,(111),0.25,Pd,hcp,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,111.0,Dacapo,False,False,False,3.99,111.0,2x2
-0.23,PW91,ultrasoft pseudopotential,N2,N#N,N2,[N][N],Pd,Fm3m,Pd,3.99,3.99,(111),0.25,Pd,top,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,111.0,Dacapo,False,True,False,3.99,111.0,2x2
-0.11,PW91,ultrasoft pseudopotential,CO2,O=C=O,CO2,[O][C][O],Pt,Fm3m,Pt,4.0,4.0,(111),0.25,Pt,,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,78.0,111.0,Dacapo,False,False,True,4.0,111.0,2x2
-2.44,PW91,ultrasoft pseudopotential,COOH,O[C]=O,COOH,O[C][O],Pt,Fm3m,Pt,4.0,4.0,(111),0.25,Pt,top H down,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,111.0,Dacapo,False,False,True,4.0,111.0,2x2
-0.47,PW91,projector augmented wave,CO2,O=C=O,CO2,[O][C][O],Ni,,Ni,3.52,3.52,(110),0.1667,Ni,V-shaped,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28.0,110.0,VASP,True,False,False,3.52,110.0,2x3
0.36,RPBE,ultrasoft pseudopotential,CH,[CH],CH,[CH],Mn,,Mn,,,(211),0.0,Mn,,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,211.0,Dacapo,False,False,False,3.6624292517006807,211.0,2x2
-1.48,B3LYP-VWN5,effective core potential,CO,[C]#[O],CO,[C][O],Pt,,Pt,,,(100),0.125,Pt,top,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78.0,100.0,Crystal09,False,False,True,3.6624292517006807,100.0,c(4x4)
-1.71,PW91,ultrasoft pseudopotential,CO,[C]#[O],CO,[C][O],Pt,,Pt,,,(111),0.3333,Pt,FCC,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78.0,111.0,VASP,False,False,False,3.991,111.0,(√3x√3)R30°
0.64,PW91,projector augmented wave,CH2OHCH(O)CHOH,OCC([CH]O)[O],CH2OHCH(O)CHOH,OCC([CH]O)[O],Pt,Fm3m,Pt,,,(111),0.0625,Pt,,12,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.99,111.0,4x4
0.07,PW91,projector augmented wave,CHOHCOHCHOH,O[CH][C]([CH]O)O,CHOHCOHCHOH,O[CH][C]([CH]O)O,Pt,Fm3m,Pt,,,(111),0.0625,Pt,,11,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.99,111.0,4x4
0.67,PW91,projector augmented wave,CHOHCH(O)CHOH,O[CH]C([CH]O)[O],CHOHCH(O)CHOH,[O][CH]C([CH]O)O,Pt,Fm3m,Pt,,,(111),0.0625,Pt,,11,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.99,111.0,4x4
1.58,PW91,projector augmented wave,CH2OHC(O)CH2(O),[O]C[C](CO)[O],CH2OHC(O)CH2(O),[O]C[C](CO)[O],Pt,Fm3m,Pt,,,(111),0.0625,Pt,,10,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.99,111.0,4x4
0.62,PW91,projector augmented wave,CHOHCHOHC(O),[O][C]C([CH]O)O,CHOHCHOHC(O),[O][C]C([CH]O)O,Pt,Fm3m,Pt,,,(111),0.0625,Pt,,10,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.99,111.0,4x4
0.52,PW91,projector augmented wave,COHCOHCOH,O[C][C]([C]O)O,COHCOHCOH,O[C][C]([C]O)O,Pt,Fm3m,Pt,,,(111),0.0625,Pt,,9,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.99,111.0,4x4
1.42,PW91,projector augmented wave,COHC(O)COH,O[C][C]([C]O)[O],COHC(O)COH,O[C][C]([C]O)[O],Pt,Fm3m,Pt,,,(111),0.0625,Pt,,8,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.99,111.0,4x4
1.54,PW91,projector augmented wave,C(O)COHC(O),[O][C][C]([C][O])O,C(O)COHC(O),[O][C][C]([C][O])O,Pt,Fm3m,Pt,,,(111),0.0625,Pt,,7,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.99,111.0,4x4
-4.42,PBE-D3,projector augmented wave,B,[B],B,[B],Ag,Fm3m,Ag,,,(211),0.1111,Ag,h5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,211.0,VASP,True,False,False,4.074,211.0,1x3
-2.49,PBE-D3,projector augmented wave,K,[K],K,[K],Co,P63/mmc,Co,,3.983,(0001),0.1111,Co,b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1.0,VASP,True,False,False,2.47,1.0,3x3
-2.49,PBE-D3,projector augmented wave,K,[K],K,[K],Co,P63/mmc,Co,,3.983,(0001),0.1111,Co,f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1.0,VASP,True,False,False,2.47,1.0,3x3
-2.17,PBE-D3,projector augmented wave,Mg,[Mg],Mg,[Mg],Co,P63/mmc,Co,,3.983,(0001),0.1111,Co,f,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1.0,VASP,True,False,False,2.47,1.0,3x3
-3.42,PBE-D3,projector augmented wave,Mn,[Mn],Mn,[Mn],Co,P63/mmc,Co,,3.983,(0001),0.1111,Co,h,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27.0,1.0,VASP,True,False,False,2.47,1.0,3x3
-3.76,PBE-D3,projector augmented wave,Al,[Al],Al,[Al],Cu,Fm3m,Cu,,,(100),0.1111,Cu,4f,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,100.0,VASP,True,False,False,3.567,100.0,3x3
-5.55,PBE-D3,projector augmented wave,B,[B],B,[B],Cu,Fm3m,Cu,,,(100),0.1111,Cu,4f,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,100.0,VASP,True,False,False,3.567,100.0,3x3
-0.64,PBE-D3,projector augmented wave,H2S,S,H2S,S,Cu,Fm3m,Cu,,,(100),0.1111,Cu,b,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,100.0,VASP,True,False,False,3.567,100.0,3x3
-5.79,PBE-D3,projector augmented wave,S,[S],S,[S],Ir,Fm3m,Ir,,,(211),0.1111,Ir,h1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,211.0,VASP,True,False,False,3.837,211.0,1x3
-2.74,PBE-D3,projector augmented wave,B,[B],B,[B],MgO,Fm-3m,MgO,,,(100),0.1111,Mg,t2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,100.0,VASP,True,False,False,4.21,100.0,3x3
-0.98,PBE-D3,projector augmented wave,Ca,[Ca],Ca,[Ca],MgO,Fm-3m,MgO,,,(100),0.1111,Mg,t2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,100.0,VASP,True,False,False,4.21,100.0,3x3
-0.35,PBE-D3,projector augmented wave,COS,O=C=S,COS,[O][C][S],MgO,Fm-3m,MgO,,,(100),0.1111,Mg,b1(lr),3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10.0,100.0,VASP,True,False,False,4.21,100.0,3x3
-0.35,PBE-D3,projector augmented wave,COS,O=C=S,COS,[O][C][S],MgO,Fm-3m,MgO,,,(100),0.1111,Mg,b1(ud),3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10.0,100.0,VASP,True,False,False,4.21,100.0,3x3
-1.29,RPBE,ultrasoft pseudopotential,HCOO,[O]C=O,HCOO,[O][CH][O],Au,Fm3m,Au,4.18,4.18,(111),0.25,Au,"top, bidentate",4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79.0,111.0,Dacapo,False,False,False,4.18,111.0,2x2
-2.08,PW91,ultrasoft pseudopotential,CNH2,[C]N,CNH2,[C]N,Au,Fm3m,Au,4.18,4.18,(111),0.25,Au,fcc,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,111.0,Dacapo,False,True,False,4.18,111.0,2x2
-1.53,RPBE,ultrasoft pseudopotential,CNH2,[C]N,CNH2,[C]N,Au,Fm3m,Au,4.18,4.18,(111),0.25,Au,fcc,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,111.0,Dacapo,False,False,False,4.18,111.0,2x2
-1.43,RPBE,ultrasoft pseudopotential,HCO3,[O]C(=O)O,HCO3,[O][C]([O])O,Au,Fm3m,Au,4.18,4.18,(111),0.25,Au,top,5,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79.0,111.0,Dacapo,False,False,False,4.18,111.0,2x2
-4.01,PW91,ultrasoft pseudopotential,N,[N],N,[N],Pd,Fm3m,Pd,3.99,3.99,(111),0.25,Pd,fcc,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,111.0,Dacapo,False,True,False,3.99,111.0,2x2
-2.82,RPBE,ultrasoft pseudopotential,NH,[NH],NH,[NH],Pd,Fm3m,Pd,3.99,3.99,(111),0.25,Pd,fcc,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,111.0,Dacapo,False,False,False,3.99,111.0,2x2
-3.09,PW91,ultrasoft pseudopotential,NH2,[NH2],NH2,[NH2],Pt,fm3m,Pt,,,(111),0.25,Pt,bridge,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.99,111.0,2x2
