adsorption_energy,exchange_correlation,potentials,adsorbate_formula,adsorbate_smiles,adsorbate_molecular_formula,adsorbate_connectivity_smiles,adsorption_measurement.bulk_surface_property_set.termination,adsorption_measurement.bulk_surface_property_set.space_group,adsorption_measurement.bulk_surface_property_set.bulk_surface_material.name,adsorption_measurement.bulk_surface_property_set.lattice_constant.lattice_constant_2,adsorption_measurement.bulk_surface_property_set.lattice_constant.lattice_constant_3,adsorption_measurement.bulk_surface_property_set.facet.name,adsorption_measurement.adsorbate_fraction.numeric,adsorption_measurement.adsorbate_fraction.unit,adsorption_measurement.adsorption_site.site_name,adsorbate_num_atoms,atomic_num_1,atomic_num_2,atomic_num_3,atomic_num_4,atomic_num_5,atomic_num_6,atomic_num_6,atomic_num_8,atomic_num_9,atomic_num_10,atomic_num_1,atomic_num_12,atomic_num_13,atomic_num_14,atomic_num_15,atomic_num_16,atomic_num_17,atomic_num_18,atomic_num_19,atomic_num_20,atomic_num_21,atomic_num_22,atomic_num_23,atomic_num_24,atomic_num_25,atomic_num_26,atomic_num_27,atomic_num_28,atomic_num_29,atomic_num_30,double,triple,termination_atomic_num,facet_num,software,spin_polarization,zero_point_energy,Fixed_Substrate,LatticeConstant1,facet,Substrate_Symmetry
-0.31,PW91,ultrasoft pseudopotential,H2,[H][H],H2,[H][H],Fe,Im3m,Fe,2.85,2.85,(110),0.25,Fe,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,110.0,Dacapo,True,False,False,2.85,110.0,2x2
-6.84,PW91,ultrasoft pseudopotential,CH,[CH],CH,[CH],Fe,Im3m,Fe,2.85,2.85,(110),0.25,Fe,,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,110.0,Dacapo,True,False,False,2.85,110.0,2x2
-4.28,PW91,ultrasoft pseudopotential,CH2,[CH2],CH2,[CH2],Fe,Im3m,Fe,2.85,2.85,(110),0.25,Fe,,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,110.0,Dacapo,True,False,False,2.85,110.0,2x2
-3.79,PW91,ultrasoft pseudopotential,OH,[OH],OH,[OH],Fe,Im3m,Fe,2.85,2.85,(110),0.25,Fe,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,110.0,Dacapo,True,False,False,2.85,110.0,2x2
-0.34,PW91,ultrasoft pseudopotential,H2O,O,H2O,O,Fe,Im3m,Fe,2.85,2.85,(110),0.25,Fe,,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,110.0,Dacapo,True,False,False,2.85,110.0,2x2
-3.02,PW91,ultrasoft pseudopotential,CHO,[CH]=O,CHO,[CH][O],Fe,Im3m,Fe,2.85,2.85,(110),0.25,Fe,,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.0,110.0,Dacapo,True,False,False,2.85,110.0,2x2
-4.72,PW91,ultrasoft pseudopotential,COH,[C]O,COH,[C]O,Fe,Im3m,Fe,2.85,2.85,(110),0.25,Fe,,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,110.0,Dacapo,True,False,False,2.85,110.0,2x2
-3.32,PW91,ultrasoft pseudopotential,HCOH,[CH]O,HCOH,[CH]O,Fe,Im3m,Fe,2.85,2.85,(110),0.25,Fe,,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,110.0,Dacapo,True,False,False,2.85,110.0,2x2
-1.57,PW91,ultrasoft pseudopotential,CH2O,C=O,CH2O,[CH2][O],Fe,Im3m,Fe,2.85,2.85,(110),0.25,Fe,,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.0,110.0,Dacapo,True,False,False,2.85,110.0,2x2
-6.71,PW91,ultrasoft pseudopotential,C,[C],C,[C],Co,,Co,2.51,2.51,(0001),0.25,Co,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1.0,Dacapo,True,False,False,2.51,1.0,2x2
-5.43,PW91,ultrasoft pseudopotential,O,[O],O,[O],Co,,Co,2.51,2.51,(0001),0.25,Co,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1.0,Dacapo,True,False,False,2.51,1.0,2x2
-1.88,PW91,ultrasoft pseudopotential,CO,[C]#[O],CO,[C][O],Co,,Co,2.51,2.51,(0001),0.25,Co,,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.0,1.0,Dacapo,True,False,False,2.51,1.0,2x2
0.0,PW91,ultrasoft pseudopotential,CO2,O=C=O,CO2,[O][C][O],Co,,Co,2.51,2.51,(0001),0.25,Co,,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27.0,1.0,Dacapo,True,False,False,2.51,1.0,2x2
-2.88,PW91,ultrasoft pseudopotential,H,[H],H,[H],Co,,Co,2.51,2.51,(0001),0.25,Co,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1.0,Dacapo,True,False,False,2.51,1.0,2x2
-0.36,PW91,ultrasoft pseudopotential,H2,[H][H],H2,[H][H],Co,,Co,2.51,2.51,(0001),0.25,Co,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1.0,Dacapo,True,False,False,2.51,1.0,2x2
-6.31,PW91,ultrasoft pseudopotential,CH,[CH],CH,[CH],Co,,Co,2.51,2.51,(0001),0.25,Co,,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1.0,Dacapo,True,False,False,2.51,1.0,2x2
-3.86,PW91,ultrasoft pseudopotential,CH2,[CH2],CH2,[CH2],Co,,Co,2.51,2.51,(0001),0.25,Co,,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1.0,Dacapo,True,False,False,2.51,1.0,2x2
-3.21,PW91,ultrasoft pseudopotential,OH,[OH],OH,[OH],Co,,Co,2.51,2.51,(0001),0.25,Co,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1.0,Dacapo,True,False,False,2.51,1.0,2x2
-0.29,PW91,ultrasoft pseudopotential,H2O,O,H2O,O,Co,,Co,2.51,2.51,(0001),0.25,Co,,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1.0,Dacapo,True,False,False,2.51,1.0,2x2
-2.24,PW91,ultrasoft pseudopotential,CHO,[CH]=O,CHO,[CH][O],Co,,Co,2.51,2.51,(0001),0.25,Co,,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27.0,1.0,Dacapo,True,False,False,2.51,1.0,2x2
-4.38,PW91,ultrasoft pseudopotential,COH,[C]O,COH,[C]O,Co,,Co,2.51,2.51,(0001),0.25,Co,,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1.0,Dacapo,True,False,False,2.51,1.0,2x2
-3.0,PW91,ultrasoft pseudopotential,HCOH,[CH]O,HCOH,[CH]O,Co,,Co,2.51,2.51,(0001),0.25,Co,,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1.0,Dacapo,True,False,False,2.51,1.0,2x2
-0.88,PW91,ultrasoft pseudopotential,CH2O,C=O,CH2O,[CH2][O],Co,,Co,2.51,2.51,(0001),0.25,Co,,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27.0,1.0,Dacapo,True,False,False,2.51,1.0,2x2
-0.71,PW91,ultrasoft pseudopotential,NH3,N,NH3,N,Pt,Fm3m,Pt,2.82,2.82,(111),0.25,Pt,atop,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,2.82,111.0,2x2
-2.38,PW91,ultrasoft pseudopotential,NH2,[NH2],NH2,[NH2],Pt,Fm3m,Pt,2.82,2.82,(111),0.25,Pt,bridge,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,2.82,111.0,2x2
-4.01,PW91,ultrasoft pseudopotential,NH,[NH],NH,[NH],Pt,Fm3m,Pt,2.82,2.82,(111),0.25,Pt,fcc,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,2.82,111.0,2x2
-4.59,PW91,ultrasoft pseudopotential,N,[N],N,[N],Pt,Fm3m,Pt,2.82,2.82,(111),0.25,Pt,fcc,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,2.82,111.0,2x2
-2.74,PW91,ultrasoft pseudopotential,H,[H],H,[H],Pt,Fm3m,Pt,2.82,2.82,(111),0.25,Pt,fcc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,2.82,111.0,2x2
-0.79,PW91,projector augmented wave,NH3,N,NH3,N,Pt,Fm3m,Pt,2.82,2.82,(100),0.25,Pt,atop,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,100.0,VASP,False,False,False,2.82,100.0,2x2
-3.12,PW91,projector augmented wave,NH2,[NH2],NH2,[NH2],Pt,Fm3m,Pt,2.82,2.82,(100),0.25,Pt,bridge,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,100.0,VASP,False,False,False,2.82,100.0,2x2
-1.6,RPBE,ultrasoft pseudopotential,NH,[NH],NH,[NH],Au,Fm3m,Au,4.18,4.18,(111),0.25,Au,fcc,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,111.0,Dacapo,False,False,False,4.18,111.0,2x2
-0.29,PW91,ultrasoft pseudopotential,NH3,N,NH3,N,Au,Fm3m,Au,4.18,4.18,(111),0.25,Au,top,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,111.0,Dacapo,False,True,False,4.18,111.0,2x2
-1.55,RPBE,ultrasoft pseudopotential,NOH,[N]O,NOH,[N]O,Au,Fm3m,Au,4.18,4.18,(111),0.25,Au,fcc,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,111.0,Dacapo,False,False,False,4.18,111.0,2x2
-2.74,PW91,ultrasoft pseudopotential,HNO,N=O,HNO,[NH][O],Au,Fm3m,Au,4.18,4.18,(111),0.25,Au,top,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79.0,111.0,Dacapo,False,True,False,4.18,111.0,2x2
-1.01,RPBE,ultrasoft pseudopotential,COOH,O[C]=O,COOH,O[C][O],Au,Fm3m,Au,4.18,4.18,(111),0.25,Au,top,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79.0,111.0,Dacapo,False,False,False,4.18,111.0,2x2
-1.86,PW91,ultrasoft pseudopotential,HCOO,[O]C=O,HCOO,[O][CH][O],Au,Fm3m,Au,4.18,4.18,(111),0.25,Au,"top, bidentate",4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79.0,111.0,Dacapo,False,True,False,4.18,111.0,2x2
-2.88,PW91,ultrasoft pseudopotential,H,[H],H,[H],Pd,Fm3m,Pd,3.99,3.99,(111),0.25,Pd,fcc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,111.0,Dacapo,False,True,False,3.99,111.0,2x2
-0.62,PW91,ultrasoft pseudopotential,NH3,N,NH3,N,Pd,Fm3m,Pd,3.99,3.99,(111),0.25,Pd,top,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,111.0,Dacapo,False,True,False,3.99,111.0,2x2
-0.27,RPBE,ultrasoft pseudopotential,NH3,N,NH3,N,Pd,Fm3m,Pd,3.99,3.99,(111),0.25,Pd,top,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,111.0,Dacapo,False,False,False,3.99,111.0,2x2
-1.48,RPBE,projector augmented wave,CHO,[CH]=O,CHO,[CH][O],Mo,,Mo2C,6.173,5.322,(001),0.25,Mo,H_C(l),3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.0,1.0,GPAW,False,False,False,4.839,1.0,1x1
-0.4,PW91,projector augmented wave,H2O,O,H2O,O,Rh,Fm3m,Rh,,,(111),0.1111,Rh,"Top, parallel",3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,111.0,VASP,True,True,False,3.6624292517006807,111.0,3x3
-3.23,PW91,projector augmented wave,OH,[OH],OH,[OH],Rh,Fm3m,Rh,,,(111),0.1111,Rh,fcc,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,111.0,VASP,True,True,False,3.6624292517006807,111.0,3x3
-3.04,PW91,ultrasoft pseudopotential,H,[H],H,[H],Re,P63/mmc,Re,2.76,4.46,(0001),0.25,Re,fcc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,1.0,Dacapo,False,True,False,2.76,1.0,2x2
-2.9,RPBE,ultrasoft pseudopotential,H,[H],H,[H],Re,P63/mmc,Re,2.76,4.46,(0001),0.25,Re,fcc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,1.0,Dacapo,False,False,False,2.76,1.0,2x2
-2.89,PW91,ultrasoft pseudopotential,H,[H],H,[H],Ni,Fm3m,Ni,3.52,3.52,(111),0.25,Ni,fcc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,111.0,Dacapo,False,True,False,3.52,111.0,2x2
-2.1,PW91,ultrasoft pseudopotential,CO,[C]#[O],CO,[C][O],PtRu2,,Pt,,,(111),0.3333,surface atom,Atop (Ru),2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55.333333333333336,111.0,VASP,False,False,False,3.991,111.0,(√3x√3)R30°
0.39,PW91,projector augmented wave,CH2OHCH(O)CH2OH,OCC(CO)[O],CH2OHCH(O)CH2OH,OCC(CO)[O],Pt,Fm3m,Pt,,,(111),0.0625,Pt,,13,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.99,111.0,4x4
0.48,PW91,projector augmented wave,CH2OHC(O)CH2OH,OC[C](CO)[O],CH2OHC(O)CH2OH,OC[C](CO)[O],Pt,Fm3m,Pt,,,(111),0.0625,Pt,,12,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.99,111.0,4x4
0.08,PW91,projector augmented wave,CH2OHCOHCOH,OC[C]([C]O)O,CH2OHCOHCOH,OC[C]([C]O)O,Pt,Fm3m,Pt,,,(111),0.0625,Pt,,11,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.99,111.0,4x4
1.01,PW91,projector augmented wave,CH2OHC(O)COH,OC[C]([C]O)[O],CH2OHC(O)COH,OC[C]([C]O)[O],Pt,Fm3m,Pt,,,(111),0.0625,Pt,,10,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.99,111.0,4x4
-0.61,PBE-D3,projector augmented wave,H2S,S,H2S,S,Ag,Fm3m,Ag,,,(211),0.1111,Ag,b6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,211.0,VASP,True,False,False,4.074,211.0,1x3
-0.4,PBE-D3,projector augmented wave,HCN,C#N,HCN,[CH][N],Ag,Fm3m,Ag,,,(211),0.1111,Ag,t3(lr),3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.0,211.0,VASP,True,False,False,4.074,211.0,1x3
-0.43,PBE-D3,projector augmented wave,HCl,Cl,HCl,Cl,Ag,Fm3m,Ag,,,(211),0.1111,Ag,h5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,211.0,VASP,True,False,False,4.074,211.0,1x3
-0.43,PBE-D3,projector augmented wave,HCl,Cl,HCl,Cl,Ag,Fm3m,Ag,,,(211),0.1111,Ag,h5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,211.0,VASP,True,False,False,4.074,211.0,1x3
-3.92,PW91,projector augmented wave,NH,[NH],NH,[NH],Pt,Fm3m,Pt,2.82,2.82,(100),0.25,Pt,hollow,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,100.0,VASP,False,False,False,2.82,100.0,2x2
-4.76,PW91,projector augmented wave,N,[N],N,[N],Pt,Fm3m,Pt,2.82,2.82,(100),0.25,Pt,"hollow, threefold coordinated",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,100.0,VASP,False,False,False,2.82,100.0,2x2
-2.86,PW91,projector augmented wave,H,[H],H,[H],Pt,Fm3m,Pt,2.82,2.82,(100),0.25,Pt,bridge,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,100.0,VASP,False,False,False,2.82,100.0,2x2
-0.93,PW91,ultrasoft pseudopotential,NH3,N,NH3,N,Pt,Fm3m,Pt,2.82,2.82,(211),0.1667,Pt,atop-top,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,211.0,VASP,False,False,False,2.82,211.0,2x1
-3.17,PW91,ultrasoft pseudopotential,NH2,[NH2],NH2,[NH2],Pt,Fm3m,Pt,2.82,2.82,(211),0.1667,Pt,bridge-top,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,211.0,VASP,False,False,False,2.82,211.0,2x1
-3.93,PW91,ultrasoft pseudopotential,NH,[NH],NH,[NH],Pt,Fm3m,Pt,2.82,2.82,(211),0.1667,Pt,hcp-top,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,211.0,VASP,False,False,False,2.82,211.0,2x1
-4.6,PW91,ultrasoft pseudopotential,N,[N],N,[N],Pt,Fm3m,Pt,2.82,2.82,(211),0.1667,Pt,hcp-top,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,211.0,VASP,False,False,False,2.82,211.0,2x1
-2.89,PW91,ultrasoft pseudopotential,H,[H],H,[H],Pt,Fm3m,Pt,2.82,2.82,(211),0.1667,Pt,bridge-top,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,211.0,VASP,False,False,False,2.82,211.0,2x1
-2.89,PW91,ultrasoft pseudopotential,H,[H],H,[H],Ni,Fm3m,Ni,3.52,3.52,(111),0.25,Ni,Surface fcc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,111.0,Dacapo,True,False,False,3.52,111.0,2x2
-0.31,PW91,norm-conserving pseudopotential,H2O,O,H2O,O,Pd,Fm3m,Pd,3.89,3.89,(111),0.3333,Pd,,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,111.0,Dacapo,False,False,False,3.89,111.0,√3x√3
-0.26,PW91,norm-conserving pseudopotential,CH3COOH,CC(=O)O,CH3COOH,C[C]([O])O,Pd,Fm3m,Pd,3.89,3.89,(111),0.3333,Pd,di-σ,8,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0,111.0,Dacapo,False,False,False,3.89,111.0,√3x√3
-0.73,PBE,projector augmented wave,N2,N#N,N2,[N][N],Ru,P63/mmc,Ru,,,(11-21),0.25,Ru,three-fold hollow,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44.0,1121.0,VASP,False,False,False,3.6624292517006807,1121.0,2x2
-0.78,PW91,ultrasoft pseudopotential,N2,N#N,N2,[N][N],Ru,P63/mmc,Ru,,,(11-21),0.25,Ru,three-fold hollow,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44.0,1121.0,VASP,False,False,False,3.6624292517006807,1121.0,2x2
-2.87,PW91,projector augmented wave,NOH,[N]O,NOH,[N]O,Pt,Fm3m,Pt,3.98,3.98,(111),0.25,Pt,fcc,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.98,111.0,2x2
-1.75,PW91,projector augmented wave,HNO,N=O,HNO,[NH][O],Pt,Fm3m,Pt,3.98,3.98,(111),0.25,Pt,br-top,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,111.0,VASP,False,False,False,3.98,111.0,2x2
-1.69,PW91,projector augmented wave,HNOH,[NH]O,HNOH,[NH]O,Pt,Fm3m,Pt,3.98,3.98,(111),0.25,Pt,br,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.98,111.0,2x2
-4.76,PW91,projector augmented wave,N,[N],N,[N],Pt,Fm3m,Pt,3.98,3.98,(111),0.25,Pt,fcc,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.98,111.0,2x2
-4.31,PW91,projector augmented wave,O,[O],O,[O],Pt,Fm3m,Pt,3.98,3.98,(111),0.25,Pt,fcc,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.98,111.0,2x2
-2.76,PW91,projector augmented wave,H,[H],H,[H],Pt,Fm3m,Pt,3.98,3.98,(111),0.25,Pt,fcc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.98,111.0,2x2
-4.13,PW91,projector augmented wave,NH,[NH],NH,[NH],Pt,Fm3m,Pt,3.98,3.98,(111),0.25,Pt,fcc,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.98,111.0,2x2
-2.44,PW91,projector augmented wave,NH2,[NH2],NH2,[NH2],Pt,Fm3m,Pt,3.98,3.98,(111),0.25,Pt,br,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.98,111.0,2x2
-0.66,PW91,projector augmented wave,NH3,N,NH3,N,Pt,Fm3m,Pt,3.98,3.98,(111),0.25,Pt,top,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.98,111.0,2x2
-2.32,PW91,projector augmented wave,OH,[OH],OH,[OH],Pt,Fm3m,Pt,3.98,3.98,(111),0.25,Pt,br,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.98,111.0,2x2
-1.84,PW91,projector augmented wave,HNNO,[NH]N=O,HNNO,[NH][N][O],Pt,Fm3m,Pt,3.98,3.98,(111),0.25,Pt,top-top,4,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,111.0,VASP,False,False,False,3.98,111.0,2x2
-0.94,PW91,projector augmented wave,NH2OH,NO,NH2OH,NO,Pt,Fm3m,Pt,3.98,3.98,(111),0.25,Pt,top,5,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,111.0,VASP,False,False,False,3.98,111.0,2x2
