adsorption_energy,exchange_correlation,potentials,adsorbate_formula,adsorbate_connectivity_smiles,termination,fraction,adsorbate_num_atoms,atomic_num_1,atomic_num_2,atomic_num_3,atomic_num_4,atomic_num_5,atomic_num_6,atomic_num_6.1,atomic_num_8,atomic_num_9,atomic_num_10,atomic_num_1.1,atomic_num_12,atomic_num_13,atomic_num_14,atomic_num_15,atomic_num_16,atomic_num_17,atomic_num_18,atomic_num_19,atomic_num_20,atomic_num_21,atomic_num_22,atomic_num_23,atomic_num_24,atomic_num_25,atomic_num_26,atomic_num_27,atomic_num_28,atomic_num_29,atomic_num_30,double,triple,termination_atomic_num,software,spin_polarization,zero_point_energy,Fixed_Substrate,LatticeConstant1,facet,Substrate_Symmetry
-2.52,PW91,ultrasoft pseudopotential,NO,[N][O],Rh,0.25,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.0,VASP,False,False,False,3.85,100.0,2x2
-2.72,PW91,ultrasoft pseudopotential,NO,[N][O],Rh,0.25,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.0,VASP,False,False,False,3.85,110.0,2x2
-2.57,PW91,ultrasoft pseudopotential,NO,[N][O],Rh,0.25,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.0,VASP,False,False,False,3.85,111.0,2x2
-2.64,PW91,ultrasoft pseudopotential,NO,[N][O],Rh,0.0625,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.0,VASP,False,False,False,3.85,100.0,4x4
-0.41,PW91,ultrasoft pseudopotential,HCOOH,O[CH][O],Pd,0.1111,5,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0,Dacapo,False,False,True,3.99,111.0,3x3
-2.34,PW91,ultrasoft pseudopotential,HCOO,[O][CH][O],Pd,0.1111,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0,Dacapo,False,False,True,3.99,111.0,3x3
-2.22,PW91,ultrasoft pseudopotential,COOH,O[C][O],Pd,0.1111,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0,Dacapo,False,False,True,3.99,111.0,3x3
-0.05,PW91,ultrasoft pseudopotential,CO2,[O][C][O],Pd,0.1111,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,46.0,Dacapo,False,False,True,3.99,111.0,3x3
-1.99,PW91,ultrasoft pseudopotential,CO,[C][O],Pd,0.1111,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,Dacapo,False,False,True,3.99,111.0,3x3
-2.26,PW91,ultrasoft pseudopotential,CHO,[CH][O],Pd,0.1111,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0,Dacapo,False,False,True,3.99,111.0,3x3
-2.16,PW91,ultrasoft pseudopotential,OH,[OH],Pd,0.1111,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,False,True,3.99,111.0,3x3
-0.31,PW91,ultrasoft pseudopotential,H2O,O,Pd,0.1111,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,False,True,3.99,111.0,3x3
-2.83,PW91,ultrasoft pseudopotential,H,[H],Pd,0.1111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,False,True,3.99,111.0,3x3
-1.43,PW91,ultrasoft pseudopotential,NH2,[NH2],Au,0.25,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,Dacapo,False,True,False,4.18,111.0,2x2
-0.9,RPBE,ultrasoft pseudopotential,NH2,[NH2],Au,0.25,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,Dacapo,False,False,False,4.18,111.0,2x2
0.0,RPBE,ultrasoft pseudopotential,NH3,N,Au,0.25,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,Dacapo,False,False,False,4.18,111.0,2x2
-1.47,PW91,ultrasoft pseudopotential,COOH,O[C][O],Au,0.25,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79.0,Dacapo,False,True,False,4.18,111.0,2x2
-2.36,PW91,ultrasoft pseudopotential,HCO3,[O][C]([O])O,Au,0.25,5,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79.0,Dacapo,False,True,False,4.18,111.0,2x2
-2.69,RPBE,ultrasoft pseudopotential,H,[H],Pd,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,False,False,3.99,111.0,2x2
-3.79,PW91,ultrasoft pseudopotential,O,[O],Pd,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,True,False,3.99,111.0,2x2
-6.3,PW91,ultrasoft pseudopotential,C,[C],Pd,0.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,True,False,3.99,111.0,2x2
-5.8,RPBE,ultrasoft pseudopotential,C,[C],Pd,0.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,False,False,3.99,111.0,2x2
-0.23,PW91,ultrasoft pseudopotential,N2,[N][N],Pd,0.25,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,Dacapo,False,True,False,3.99,111.0,2x2
-0.11,PW91,ultrasoft pseudopotential,CO2,[O][C][O],Pt,0.25,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,78.0,Dacapo,False,False,True,4.0,111.0,2x2
-2.44,PW91,ultrasoft pseudopotential,COOH,O[C][O],Pt,0.25,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,Dacapo,False,False,True,4.0,111.0,2x2
-0.47,PW91,projector augmented wave,CO2,[O][C][O],Ni,0.1667,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28.0,VASP,True,False,False,3.52,110.0,2x3
0.36,RPBE,ultrasoft pseudopotential,CH,[CH],Mn,0.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,Dacapo,False,False,False,3.6624292517006807,211.0,2x2
-1.48,B3LYP-VWN5,effective core potential,CO,[C][O],Pt,0.125,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78.0,Crystal09,False,False,True,3.6624292517006807,100.0,c(4x4)
-1.71,PW91,ultrasoft pseudopotential,CO,[C][O],Pt,0.3333,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78.0,VASP,False,False,False,3.991,111.0,(√3x√3)R30°
0.64,PW91,projector augmented wave,CH2OHCH(O)CHOH,OCC([CH]O)[O],Pt,0.0625,12,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,3.99,111.0,4x4
0.07,PW91,projector augmented wave,CHOHCOHCHOH,O[CH][C]([CH]O)O,Pt,0.0625,11,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,3.99,111.0,4x4
0.67,PW91,projector augmented wave,CHOHCH(O)CHOH,[O][CH]C([CH]O)O,Pt,0.0625,11,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,3.99,111.0,4x4
1.58,PW91,projector augmented wave,CH2OHC(O)CH2(O),[O]C[C](CO)[O],Pt,0.0625,10,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,3.99,111.0,4x4
0.62,PW91,projector augmented wave,CHOHCHOHC(O),[O][C]C([CH]O)O,Pt,0.0625,10,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,3.99,111.0,4x4
0.52,PW91,projector augmented wave,COHCOHCOH,O[C][C]([C]O)O,Pt,0.0625,9,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,3.99,111.0,4x4
1.42,PW91,projector augmented wave,COHC(O)COH,O[C][C]([C]O)[O],Pt,0.0625,8,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,3.99,111.0,4x4
1.54,PW91,projector augmented wave,C(O)COHC(O),[O][C][C]([C][O])O,Pt,0.0625,7,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,3.99,111.0,4x4
-4.42,PBE-D3,projector augmented wave,B,[B],Ag,0.1111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,VASP,True,False,False,4.074,211.0,1x3
-2.49,PBE-D3,projector augmented wave,K,[K],Co,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,VASP,True,False,False,2.47,1.0,3x3
-2.49,PBE-D3,projector augmented wave,K,[K],Co,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,VASP,True,False,False,2.47,1.0,3x3
-2.17,PBE-D3,projector augmented wave,Mg,[Mg],Co,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,VASP,True,False,False,2.47,1.0,3x3
-3.42,PBE-D3,projector augmented wave,Mn,[Mn],Co,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27.0,VASP,True,False,False,2.47,1.0,3x3
-3.76,PBE-D3,projector augmented wave,Al,[Al],Cu,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,VASP,True,False,False,3.567,100.0,3x3
-5.55,PBE-D3,projector augmented wave,B,[B],Cu,0.1111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,VASP,True,False,False,3.567,100.0,3x3
-0.64,PBE-D3,projector augmented wave,H2S,S,Cu,0.1111,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,VASP,True,False,False,3.567,100.0,3x3
-5.79,PBE-D3,projector augmented wave,S,[S],Ir,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,VASP,True,False,False,3.837,211.0,1x3
-2.74,PBE-D3,projector augmented wave,B,[B],MgO,0.1111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,VASP,True,False,False,4.21,100.0,3x3
-0.98,PBE-D3,projector augmented wave,Ca,[Ca],MgO,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,VASP,True,False,False,4.21,100.0,3x3
-0.35,PBE-D3,projector augmented wave,COS,[O][C][S],MgO,0.1111,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10.0,VASP,True,False,False,4.21,100.0,3x3
-0.35,PBE-D3,projector augmented wave,COS,[O][C][S],MgO,0.1111,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10.0,VASP,True,False,False,4.21,100.0,3x3
-1.29,RPBE,ultrasoft pseudopotential,HCOO,[O][CH][O],Au,0.25,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79.0,Dacapo,False,False,False,4.18,111.0,2x2
-2.08,PW91,ultrasoft pseudopotential,CNH2,[C]N,Au,0.25,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,Dacapo,False,True,False,4.18,111.0,2x2
-1.53,RPBE,ultrasoft pseudopotential,CNH2,[C]N,Au,0.25,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,Dacapo,False,False,False,4.18,111.0,2x2
-1.43,RPBE,ultrasoft pseudopotential,HCO3,[O][C]([O])O,Au,0.25,5,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79.0,Dacapo,False,False,False,4.18,111.0,2x2
-4.01,PW91,ultrasoft pseudopotential,N,[N],Pd,0.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,True,False,3.99,111.0,2x2
-2.82,RPBE,ultrasoft pseudopotential,NH,[NH],Pd,0.25,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,False,False,3.99,111.0,2x2
-3.09,PW91,ultrasoft pseudopotential,NH2,[NH2],Pt,0.25,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,3.99,111.0,2x2
-0.7,PW91,ultrasoft pseudopotential,NH3,N,Pt,0.25,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,3.99,111.0,2x2
-1.94,PW91,ultrasoft pseudopotential,NO,[N][O],Pt,0.25,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,VASP,False,False,False,3.99,111.0,2x2
-0.31,PW91,ultrasoft pseudopotential,CH3OH,CO,Pd,0.25,6,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,VASP,False,False,False,3.86,111.0,2x2
-2.46,PW91,ultrasoft pseudopotential,CHO,[CH][O],Pd,0.25,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0,VASP,False,False,False,3.86,111.0,2x2
-2.77,PW91,ultrasoft pseudopotential,H,[H],Pd,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,VASP,False,False,False,3.86,111.0,2x2
-0.45,PW91,ultrasoft pseudopotential,CH3OH,CO,Pt,0.25,6,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,2.81,111.0,2x2
-0.51,PW91,ultrasoft pseudopotential,CH2O,[CH2][O],Pt,0.25,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,VASP,False,False,False,2.81,111.0,2x2
-1.74,PW91,ultrasoft pseudopotential,CO,[C][O],Pt,0.25,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78.0,VASP,False,False,False,2.81,111.0,2x2
-3.69,PW91,projector augmented wave,HCOO,[O][CH][O],Ni,0.1667,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28.0,VASP,True,False,False,3.52,110.0,2x3
-0.71,PW91,projector augmented wave,HCOOH,O[CH][O],Ni,0.1667,5,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28.0,VASP,True,False,False,3.52,110.0,2x3
-2.73,PW91,projector augmented wave,H,[H],Ni,0.1667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,VASP,True,False,False,3.52,110.0,2x3
-3.03,PW91,projector augmented wave,HCOO,[O][CH][O],Ni,0.1111,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28.0,VASP,True,False,False,3.52,111.0,3x3
-0.43,PW91,projector augmented wave,HCOOH,O[CH][O],Ni,0.1111,5,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28.0,VASP,True,False,False,3.52,111.0,3x3
1.37,RPBE,ultrasoft pseudopotential,CH,[CH],Co,0.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,Dacapo,False,False,False,2.51,1.0,2x2
-1.38,"B3LYP-VWN5, BSSE-corrected",effective core potential,CO,[C][O],Pt,0.125,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78.0,Crystal09,False,False,True,3.6624292517006807,100.0,c(4x4)
-1.4,"B3LYP-VWN5, BSSE-corrected",effective core potential,CO,[C][O],Pt,0.25,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78.0,Crystal09,False,False,True,3.6624292517006807,100.0,(2x2)
-1.56,"B3LYP-VWN5, BSSE-corrected",effective core potential,CO,[C][O],Ru,0.1111,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44.0,Crystal09,False,False,True,3.6624292517006807,1.0,(3x3)
-1.3,BEEF-vdW,projector augmented wave,O,[O],Zn,0.125,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,GPAW,False,False,False,3.33,1.0,2x2
-3.98,BEEF-vdW,projector augmented wave,CO3,[O][C]([O])[O],Zn,0.125,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30.0,GPAW,False,False,False,3.33,1.0,2x2
-1.5,BEEF-vdW,projector augmented wave,OH,[OH],Zn,0.125,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,GPAW,False,False,False,3.33,1.0,2x2
-0.45,BEEF-vdW,projector augmented wave,H2O,O,Zn,0.125,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,GPAW,False,False,False,3.33,1.0,2x2
-2.21,PW91,ultrasoft pseudopotential,CO,[C][O],Ru,0.3333,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44.0,VASP,False,False,False,3.991,111.0,(√3x√3)R30°
-0.46,PW91,projector augmented wave,CH2OHCHOHCH2OH,OCC(CO)O,Pt,0.0625,14,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,3.99,111.0,4x4
-0.19,PW91,projector augmented wave,CH2OHCHOHCHOH,OCC([CH]O)O,Pt,0.0625,13,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,3.99,111.0,4x4
-0.07,PW91,projector augmented wave,CH2OHCOHCHOH,OC[C]([CH]O)O,Pt,0.0625,12,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,3.99,111.0,4x4
0.11,PW91,projector augmented wave,CH2OHCHOHCOH,OCC([C]O)O,Pt,0.0625,12,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,3.99,111.0,4x4
0.49,PW91,projector augmented wave,CH2OHCHOHC(O),[O][C]C(CO)O,Pt,0.0625,11,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,3.99,111.0,4x4
0.7,PW91,projector augmented wave,CH2OHC(O)CHOH,OC[C]([CH]O)[O],Pt,0.0625,11,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,3.99,111.0,4x4
