adsorption_energy,exchange_correlation,potentials,adsorbate_formula,adsorbate_connectivity_smiles,termination,fraction,adsorbate_num_atoms,atomic_num_1,atomic_num_2,atomic_num_3,atomic_num_4,atomic_num_5,atomic_num_6,atomic_num_6.1,atomic_num_8,atomic_num_9,atomic_num_10,atomic_num_1.1,atomic_num_12,atomic_num_13,atomic_num_14,atomic_num_15,atomic_num_16,atomic_num_17,atomic_num_18,atomic_num_19,atomic_num_20,atomic_num_21,atomic_num_22,atomic_num_23,atomic_num_24,atomic_num_25,atomic_num_26,atomic_num_27,atomic_num_28,atomic_num_29,atomic_num_30,double,triple,termination_atomic_num,software,spin_polarization,zero_point_energy,Fixed_Substrate,LatticeConstant1,facet,Substrate_Symmetry
1.92,RPBE,ultrasoft pseudopotential,CH2O,[CH2][O],Pd,0.0,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0,Dacapo,False,False,False,3.6624292517006807,211.0,1x3
1.72,RPBE,ultrasoft pseudopotential,CH3O,C[O],Pd,0.0,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,False,False,3.6624292517006807,211.0,1x3
-0.31,RPBE,ultrasoft pseudopotential,H,[H],Pd,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,True,False,3.6624292517006807,211.0,1x3
1.32,RPBE,ultrasoft pseudopotential,O,[O],Pd,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,True,False,3.6624292517006807,211.0,1x3
0.62,RPBE,ultrasoft pseudopotential,OH,[OH],Pd,0.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,True,False,3.6624292517006807,211.0,1x3
1.26,RPBE,ultrasoft pseudopotential,HCOO,[O][CH][O],Pd,0.0,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0,Dacapo,False,True,False,3.6624292517006807,211.0,1x3
1.98,RPBE,ultrasoft pseudopotential,CH2(O)OH,[O]CO,Pd,0.0,5,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,True,False,3.6624292517006807,211.0,1x3
1.27,RPBE,ultrasoft pseudopotential,CH2O,[CH2][O],Pd,0.0,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0,Dacapo,False,True,False,3.6624292517006807,211.0,1x3
1.47,RPBE,ultrasoft pseudopotential,CH3O,C[O],Pd,0.0,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,True,False,3.6624292517006807,211.0,1x3
-0.54,RPBE,ultrasoft pseudopotential,H,[H],Pt,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,Dacapo,False,False,False,3.6624292517006807,211.0,1x3
1.3,RPBE,ultrasoft pseudopotential,O,[O],Pt,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,Dacapo,False,False,False,3.6624292517006807,211.0,1x3
0.3,RPBE,ultrasoft pseudopotential,OH,[OH],Pt,0.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,Dacapo,False,False,False,3.6624292517006807,211.0,1x3
1.85,RPBE,ultrasoft pseudopotential,HCOO,[O][CH][O],Pt,0.0,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,Dacapo,False,False,False,3.6624292517006807,211.0,1x3
2.62,RPBE,ultrasoft pseudopotential,CH2(O)OH,[O]CO,Pt,0.0,5,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,Dacapo,False,False,False,3.6624292517006807,211.0,1x3
1.77,RPBE,ultrasoft pseudopotential,CH2O,[CH2][O],Pt,0.0,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,Dacapo,False,False,False,3.6624292517006807,211.0,1x3
1.53,RPBE,ultrasoft pseudopotential,CH3O,C[O],Pt,0.0,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,Dacapo,False,False,False,3.6624292517006807,211.0,1x3
-0.51,RPBE,ultrasoft pseudopotential,H,[H],Pt,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,Dacapo,False,True,False,3.6624292517006807,211.0,1x3
1.08,RPBE,ultrasoft pseudopotential,O,[O],Pt,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,Dacapo,False,True,False,3.6624292517006807,211.0,1x3
0.23,RPBE,ultrasoft pseudopotential,OH,[OH],Pt,0.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,Dacapo,False,True,False,3.6624292517006807,211.0,1x3
-2.26,RPBE,ultrasoft pseudopotential,HNO,[NH][O],Au,0.25,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79.0,Dacapo,False,False,False,4.18,111.0,2x2
-1.71,RPBE,projector augmented wave,CH2O,[CH2][O],Mo,0.25,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.0,GPAW,False,False,False,4.839,1.0,1x1
-2.09,RPBE,projector augmented wave,CH3O,C[O],Mo,0.25,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,GPAW,False,False,False,4.839,1.0,1x1
-2.54,RPBE,projector augmented wave,CCO,[C][C][O],Mo,0.25,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,42.0,GPAW,False,False,False,4.839,1.0,1x1
-3.17,RPBE,projector augmented wave,CHCO,[CH][C][O],Mo,0.25,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,42.0,GPAW,False,False,False,4.839,1.0,1x1
-3.07,RPBE,projector augmented wave,CHCHO,[CH][CH][O],Mo,0.25,5,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.0,GPAW,False,False,False,4.839,1.0,1x1
-3.24,RPBE,projector augmented wave,CH3CO,C[C][O],Mo,0.25,6,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.0,GPAW,False,False,False,4.839,1.0,1x1
-3.0,RPBE,projector augmented wave,CH3CHO,C[CH][O],Mo,0.25,7,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.0,GPAW,False,False,False,4.839,1.0,1x1
-1.08,PW91,ultrasoft pseudopotential,CH2O,[CH2][O],Ru,0.2222,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.0,VASP,False,False,False,2.71,1.0,3x3
-0.72,PW91,ultrasoft pseudopotential,CH3CHO,C[CH][O],Ru,0.2222,7,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.0,VASP,False,False,False,2.71,1.0,3x3
-1.58,PW91,ultrasoft pseudopotential,CH3COHCH3,C[C](O)C,Ru,0.2222,11,7,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,VASP,False,False,False,2.71,1.0,3x3
-1.63,PW91,ultrasoft pseudopotential,CH3CH2CH2CHOH,CCC[CH]O,Ru,0.2222,14,9,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,VASP,False,False,False,2.71,1.0,3x3
-1.57,PW91,ultrasoft pseudopotential,CH3COHCH2CH3,CC[C](O)C,Ru,0.2222,14,9,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,VASP,False,False,False,2.71,1.0,3x3
-2.68,PW91,ultrasoft pseudopotential,CH3O,C[O],Ru,0.1111,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,VASP,False,False,False,2.71,1.0,3x3
-2.73,PW91,ultrasoft pseudopotential,CH3CH2O,CC[O],Ru,0.1111,8,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,VASP,False,False,False,2.71,1.0,3x3
-2.67,PW91,ultrasoft pseudopotential,CH3CH2CH2O,CCC[O],Ru,0.1111,11,7,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,VASP,False,False,False,2.71,1.0,3x3
-6.07,PW91,projector augmented wave,O,[O],Rh,0.1111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,VASP,True,True,False,3.6624292517006807,111.0,3x3
-2.86,PW91,projector augmented wave,H,[H],Rh,0.1111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,VASP,True,True,False,3.6624292517006807,111.0,3x3
-3.44,PW91,projector augmented wave,OH,[OH],Rh,0.1111,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,VASP,True,True,False,3.6624292517006807,221.0,3x3
-6.23,PW91,projector augmented wave,O,[O],Rh,0.1111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,VASP,True,True,False,3.6624292517006807,221.0,3x3
-2.08,PW91,ultrasoft pseudopotential,H,[H],Ag,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,Dacapo,False,True,False,3.6624292517006807,111.0,2x2
-1.92,RPBE,ultrasoft pseudopotential,H,[H],Ag,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,Dacapo,False,False,False,3.6624292517006807,111.0,2x2
-2.22,PW91,ultrasoft pseudopotential,H,[H],Au,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,Dacapo,False,True,False,4.18,111.0,2x2
-2.07,RPBE,ultrasoft pseudopotential,H,[H],Au,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,Dacapo,False,False,False,4.18,111.0,2x2
-2.74,PW91,ultrasoft pseudopotential,H,[H],Ir,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,Dacapo,False,True,False,3.86,111.0,2x2
-2.62,RPBE,ultrasoft pseudopotential,H,[H],Ir,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,Dacapo,False,False,False,3.86,111.0,2x2
-2.55,RPBE,ultrasoft pseudopotential,H,[H],Pt,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,Dacapo,False,False,False,4.0,111.0,2x2
-2.88,PW91,ultrasoft pseudopotential,H,[H],Pd,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,True,False,3.86,111.0,2x2
-2.68,RPBE,ultrasoft pseudopotential,H,[H],Pd,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,False,False,3.86,111.0,2x2
-2.89,PW91,ultrasoft pseudopotential,H,[H],Co,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,Dacapo,False,True,False,2.51,1.0,2x2
-2.69,RPBE,ultrasoft pseudopotential,H,[H],Co,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,Dacapo,False,False,False,2.51,1.0,2x2
-3.15,PW91,ultrasoft pseudopotential,H,[H],W,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,Dacapo,False,True,False,3.6624292517006807,110.0,2x2
-3.03,RPBE,ultrasoft pseudopotential,H,[H],W,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,Dacapo,False,False,False,3.6624292517006807,110.0,2x2
-2.99,PW91,ultrasoft pseudopotential,H,[H],Fe,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,Dacapo,False,True,False,2.85,110.0,2x2
-3.24,PW91,ultrasoft pseudopotential,H,[H],Ta,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,Dacapo,False,True,False,3.6624292517006807,110.0,2x2
1.15,PW91,projector augmented wave,CHOHC(O)COH,O[CH][C]([C]O)[O],Pt,0.0625,9,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,3.99,111.0,4x4
1.52,PW91,projector augmented wave,CHOHC(O)C(O),[O][C][C]([CH]O)[O],Pt,0.0625,8,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,3.99,111.0,4x4
1.12,RPBE,ultrasoft pseudopotential,HCOO,[O][CH][O],Pt,0.0,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,Dacapo,False,True,False,3.6624292517006807,211.0,1x3
1.17,RPBE,ultrasoft pseudopotential,HCOO,[O][CH][O],Rh,0.0,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.0,Dacapo,False,False,False,3.6624292517006807,211.0,1x3
2.06,RPBE,ultrasoft pseudopotential,CH2(O)OH,[O]CO,Rh,0.0,5,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,Dacapo,False,False,False,3.6624292517006807,211.0,1x3
1.43,RPBE,ultrasoft pseudopotential,CH2O,[CH2][O],Rh,0.0,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.0,Dacapo,False,False,False,3.6624292517006807,211.0,1x3
0.44,RPBE,ultrasoft pseudopotential,HCOO,[O][CH][O],Rh,0.0,4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.0,Dacapo,False,True,False,3.6624292517006807,211.0,1x3
-0.94,RPBE,ultrasoft pseudopotential,CO,[C][O],Cu3Pd,0.25,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.25,VASP,False,False,False,3.6624292517006807,111.0,2x2
-3.2,RPBE,ultrasoft pseudopotential,O,[O],Pd,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,False,False,3.99,111.0,2x2
-0.75,PW91,ultrasoft pseudopotential,CH3CH2CHO,CC[CH][O],Ru,0.2222,10,6,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.0,VASP,False,False,False,2.71,1.0,3x3
-0.45,PW91,ultrasoft pseudopotential,CH3COCH3,C[C]([O])C,Ru,0.2222,10,6,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.0,VASP,False,False,False,2.71,1.0,3x3
-0.69,PW91,ultrasoft pseudopotential,CH3CH2CH2CHO,CCC[CH][O],Ru,0.2222,13,8,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.0,VASP,False,False,False,2.71,1.0,3x3
-2.68,PW91,ultrasoft pseudopotential,CH3CH2CH2CH2O,CCCC[O],Ru,0.1111,14,9,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,VASP,False,False,False,2.71,1.0,3x3
-2.71,RPBE,ultrasoft pseudopotential,H,[H],Ni,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,Dacapo,False,False,False,3.52,111.0,2x2
-2.92,RPBE,ultrasoft pseudopotential,H,[H],Mo,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,Dacapo,False,False,False,3.6624292517006807,110.0,2x2
1.41,PW91,projector augmented wave,CH2OHC(O)C(O),[O][C][C](CO)[O],Pt,0.0625,9,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,False,False,False,3.99,111.0,4x4
-0.46,PW91,projector augmented wave,CH2OHCHOHCH2OH,OCC(CO)O,Pt,0.0625,14,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,VASP,True,False,False,3.99,111.0,4x4
-3.95,PBE-D3,projector augmented wave,K2O,[K+].[O2-].[K+],Ag,0.0417,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,VASP,True,False,False,4.074,211.0,2x4
-2.55,PBE-D3,projector augmented wave,KCl,[Cl-].[K+],Ag,0.0417,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,VASP,True,False,False,4.074,211.0,2x4
-2.27,PBE-D3,projector augmented wave,K,[K],Ag,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,VASP,True,False,False,4.074,211.0,1x3
-4.27,PBE-D3,projector augmented wave,Fe,[Fe],Al-O3-R,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.25,VASP,True,False,False,4.789,1.0,3x3
-3.99,PBE-D3,projector augmented wave,Fe,[Fe],Cu,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29.0,VASP,True,False,False,3.567,211.0,1x3
-0.38,PBE-D3,projector augmented wave,HCl,Cl,Ni,0.1111,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,VASP,True,False,False,3.479,211.0,1x3
-6.54,PBE-D3,projector augmented wave,Si,[Si],Ni,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,VASP,True,False,False,3.479,211.0,1x3
-2.42,PBE-D3,projector augmented wave,Zn,[Zn],Ni,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28.0,VASP,True,False,False,3.479,211.0,1x3
-5.58,PBE-D3,projector augmented wave,Al,[Al],Pd,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,VASP,True,False,False,3.885,100.0,3x3
-1.19,PBE-D3,projector augmented wave,H2S,S,Pd,0.1111,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,VASP,True,False,False,3.885,100.0,3x3
2.23,RPBE,ultrasoft pseudopotential,CH2(O)OH,[O]CO,Pt,0.0,5,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,Dacapo,False,True,False,3.6624292517006807,211.0,1x3
0.78,RPBE,ultrasoft pseudopotential,CH2O,[CH2][O],Rh,0.0,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.0,Dacapo,False,True,False,3.6624292517006807,211.0,1x3
0.79,RPBE,ultrasoft pseudopotential,CH3O,C[O],Rh,0.0,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,Dacapo,False,True,False,3.6624292517006807,211.0,1x3
-0.46,RPBE,ultrasoft pseudopotential,CO,[C][O],Cu,0.3333,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.0,VASP,False,False,False,3.68,111.0,(√3x√3)R30°
-0.42,RPBE,ultrasoft pseudopotential,HCN,[CH][N],Pd,0.25,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,Dacapo,False,False,False,3.99,111.0,2x2
-0.91,PW91,ultrasoft pseudopotential,HCN,[CH][N],Pd,0.25,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,Dacapo,False,True,False,3.99,111.0,2x2
-2.07,PW91,ultrasoft pseudopotential,NO,[N][O],Pd,0.25,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0,Dacapo,False,True,False,3.99,111.0,2x2
-3.9,PW91,ultrasoft pseudopotential,NOH,[N]O,Pd,0.25,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,True,False,3.99,111.0,2x2
-3.16,RPBE,ultrasoft pseudopotential,NOH,[N]O,Pd,0.25,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,Dacapo,False,False,False,3.99,111.0,2x2
-1.96,PW91,ultrasoft pseudopotential,CO,[C][O],Pd,0.25,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,Dacapo,False,True,False,3.99,111.0,2x2
-1.55,RPBE,ultrasoft pseudopotential,CO,[C][O],Pd,0.25,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0,Dacapo,False,False,False,3.99,111.0,2x2
-2.78,PW91,ultrasoft pseudopotential,CH3CH(O)CH3,CC([O])C,Ru,0.1111,11,7,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,VASP,False,False,False,2.71,1.0,3x3
-0.38,PW91,projector augmented wave,CH2OHCHOHCH2OH,OCC(CO)O,Pd,0.0625,14,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,VASP,True,False,False,3.95,111.0,4x4
-0.47,PW91,projector augmented wave,CH2OHCHOHCH2OH,OCC(CO)O,Rh,0.0625,14,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,VASP,True,False,False,3.84,111.0,4x4
-0.2,PW91,projector augmented wave,CH2OHCHOHCH2OH,OCC(CO)O,Cu,0.0625,14,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,VASP,True,False,False,3.64,111.0,4x4
-2.34,PBE-D3,projector augmented wave,Mg,[Mg],Ag,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,VASP,True,False,False,4.074,211.0,1x3
-2.19,PBE-D3,projector augmented wave,Na,[Na],Ag,0.1111,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,VASP,True,False,False,4.074,211.0,1x3
-3.83,PBE-D3,projector augmented wave,P,[P],Ag,0.1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,VASP,True,False,False,4.074,211.0,1x3
-1.01,PBE-D3,projector augmented wave,H2S,S,Al-O3-R,0.1111,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,VASP,True,False,False,4.789,1.0,3x3
